unit,slice,arm,curve_type,x,x_label,n,coverage_share,realised_edge_mean,realised_edge_ci90_low,realised_edge_ci90_high,roi_captured,roi_captured_ci90_low,roi_captured_ci90_high,roi_m110,pred_score_mean,mean_abs_disagreement,hit_rate,starrable
game,2025_development,selector_ridge,coverage,0.7,top_70pct,147,0.6966824644549763,-0.346805327596997,-0.8584058246087359,0.16479516941474193,0.02087328243266848,-0.0912053564742678,0.13295192133960476,0.012987012987013036,-0.5315969030719836,3.6682854048022016,0.5306122448979592,True
game,2025_development,selector_ridge,coverage,0.8,top_80pct,168,0.7962085308056872,-0.24110739685530677,-0.7749090347324573,0.2926942410218437,0.06373497511943835,-0.04855034014803393,0.17602029038691064,0.056818181818181865,-0.5833836863951068,3.916027581218857,0.5535714285714286,True
game,2025_development,selector_ridge,coverage,0.9,top_90pct,189,0.8957345971563981,-0.2581989594218843,-0.7977037420488989,0.2813058232051303,0.0664973626827549,-0.042230527289053896,0.17522525265456368,0.060606060606060656,-0.6376723315638443,4.106578255641231,0.5555555555555556,True
game,2025_development,selector_ridge,coverage,1.0,top_100pct,211,1.0,-0.4431963718801658,-0.980399602560517,0.09400685880018533,0.05485495646978605,-0.042060207853429045,0.15177012079300115,0.049547608789314995,-0.707798582478047,4.422817886547237,0.5497630331753555,True
game,2025_development,selector_logistic_sign,decile,1.0,decile_1,21,0.0995260663507109,0.33971245784305415,-0.6961433644979145,1.3755682801840228,0.2724623416570677,-0.019681193452821544,0.5646058767669568,0.27272727272727276,0.5224535941746061,3.095604022690399,0.6666666666666666,False
game,2025_development,selector_logistic_sign,decile,2.0,decile_2,21,0.0995260663507109,-0.4141489557351715,-1.6651621701283394,0.8368642586579963,-0.0014601800316085532,-0.36081827014568607,0.357897910082469,4.229421046191072e-17,0.4780688488756241,3.1987895890960902,0.5238095238095238,False
game,2025_development,selector_logistic_sign,decile,3.0,decile_3,21,0.0995260663507109,-0.27042418939353124,-1.3262238444665215,0.7853754656794589,0.1811581623611699,-0.10071498086720129,0.4630313055895411,0.18181818181818188,0.4589501568106328,2.7712243750328063,0.6190476190476191,False
game,2025_development,selector_logistic_sign,decile,4.0,decile_4,21,0.0995260663507109,0.24617078729949748,-1.2236181879721757,1.7159597625711704,0.10091510774177766,-0.24148009246480673,0.443310307948362,0.09090909090909095,0.43899320071622683,3.7887015078134865,0.5714285714285714,False
game,2025_development,selector_logistic_sign,decile,5.0,decile_5,21,0.0995260663507109,-3.078488642279959,-4.6433881457445025,-1.5135891388154152,-0.36092487660120326,-0.6854180369372473,-0.03643171626515912,-0.3636363636363636,0.4175818276966762,4.991631607363469,0.3333333333333333,False
game,2025_development,selector_logistic_sign,decile,6.0,decile_6,21,0.0995260663507109,-0.10865927571495786,-2.0599955179554645,1.842676966525549,0.005119035702565043,-0.3596546469763819,0.369892718381512,4.229421046191072e-17,0.40089738136623576,4.761506102839716,0.5238095238095238,False
game,2025_development,selector_logistic_sign,decile,7.0,decile_7,21,0.0995260663507109,-1.27012461828711,-3.5297618433152995,0.9895126067410795,0.04831366011490244,-0.26949938684170877,0.3661267070715137,4.229421046191072e-17,0.38130574990920235,6.0787238168314035,0.5238095238095238,False
