transition_id,team_raw,team,player_raw,player_id,status_before,status_after,reason_after,t_lower_utc_bound,t_upper_utc_bound,poll_interval_event,censor_type,tier,prev_capture_id,curr_capture_id
cap_20260817T091202664702_rm_32,Seattle Storm,Seattle Storm,Katie Lou Samuelson,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T091202664702
cap_20260817T091202664702_rm_33,Golden State Valkyries,Golden State Valkyries,Ashten Prechtel,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T091202664702
cap_20260817T091202664702_rm_34,Golden State Valkyries,Golden State Valkyries,Miela Sowah,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T091202664702
cap_20260817T091202664702_rm_35,Chicago Sky,Chicago Sky,Maddy Westbeld,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T091202664702
cap_20260817T091202664702_rm_36,New York Liberty,New York Liberty,Leonie Fiebich,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_37,New York Liberty,New York Liberty,Satou Sabally,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_38,Las Vegas Aces,Las Vegas Aces,Chelsea Gray,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T091202664702
cap_20260817T091202664702_rm_39,Las Vegas Aces,Las Vegas Aces,A'ja Wilson,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T091202664702
cap_20260817T091202664702_rm_40,Las Vegas Aces,Las Vegas Aces,Jackie Young,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T091202664702
cap_20260817T091202664702_rm_41,Portland Fire,Portland Fire,Luisa Geiselsoder,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T091202664702
cap_20260817T091202664702_rm_42,Golden State Valkyries,Golden State Valkyries,Cecilia Zandalasini,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T091202664702
cap_20260817T091202664702_rm_43,Los Angeles Sparks,Los Angeles Sparks,Monique Akoa Makani,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_44,Los Angeles Sparks,Los Angeles Sparks,Rae Burrell,,Probable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T091202664702
cap_20260817T091202664702_rm_45,Portland Fire,Portland Fire,Carla Leite,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T091202664702
cap_20260817T091202664702_rm_46,New York Liberty,New York Liberty,Sabrina Ionescu,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_47,Connecticut Sun,Connecticut Sun,Aaliyah Edwards,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_48,Los Angeles Sparks,Los Angeles Sparks,Cameron Brink,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_49,Las Vegas Aces,Las Vegas Aces,Kierstan Bell,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_50,Connecticut Sun,Connecticut Sun,Hailey Van Lith,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_51,Atlanta Dream,Atlanta Dream,Jordin Canada,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T091202664702
cap_20260817T091202664702_rm_52,Atlanta Dream,Atlanta Dream,Brionna Jones,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T091202664702
cap_20260817T091202664702_rm_53,Minnesota Lynx,Minnesota Lynx,Elena Buenavida,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_54,Phoenix Mercury,Phoenix Mercury,Kelsey Plum,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T091202664702
cap_20260817T091202664702_rm_55,Las Vegas Aces,Las Vegas Aces,Ta'Niya Latson,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T091202664702
cap_20260817T091202664702_rm_56,Seattle Storm,Seattle Storm,Natisha Hiedeman,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:12:16.814130+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T091202664702
cap_20260817T092702603996_rm_0,Las Vegas Aces,Las Vegas Aces,Dana Evans,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_1,Las Vegas Aces,Las Vegas Aces,Cheyenne Parker-Tyus,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_2,Indiana Fever,Indiana Fever,Aliyah Boston,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_3,Indiana Fever,Indiana Fever,Caitlin Clark,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_4,Indiana Fever,Indiana Fever,Damiris Dantas,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_5,Los Angeles Sparks,Los Angeles Sparks,Ariel Atkins,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-07T03:57:15.880769+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260807T035702542117,cap_20260817T092702603996
cap_20260817T092702603996_rm_6,Minnesota Lynx,Minnesota Lynx,Chloe Bibby,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_7,Toronto Tempo,Toronto Tempo,Marina Mabrey,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-07T03:57:15.880769+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260807T035702542117,cap_20260817T092702603996
cap_20260817T092702603996_rm_8,Toronto Tempo,Toronto Tempo,Brittney Sykes,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-07T03:57:15.880769+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260807T035702542117,cap_20260817T092702603996
cap_20260817T092702603996_rm_9,Portland Fire,Portland Fire,Sarah Ashlee Barker,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_10,Portland Fire,Portland Fire,Bridget Carleton,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_11,Portland Fire,Portland Fire,Sania Feagin,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_12,Portland Fire,Portland Fire,Teja Oblak,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_13,Atlanta Dream,Atlanta Dream,Te-Hina Paopao,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_14,Connecticut Sun,Connecticut Sun,Raegan Beers,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T092702603996
cap_20260817T092702603996_rm_15,Connecticut Sun,Connecticut Sun,Brittney Griner,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_16,Dallas Wings,Dallas Wings,Alysha Clark,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T092702603996
cap_20260817T092702603996_rm_17,Indiana Fever,Indiana Fever,Bree Hall,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_18,Indiana Fever,Indiana Fever,Michelle Onyiah,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_19,Minnesota Lynx,Minnesota Lynx,Liatu King,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_20,Los Angeles Sparks,Los Angeles Sparks,Tonie Morgan,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-07T03:57:15.880769+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260807T035702542117,cap_20260817T092702603996
cap_20260817T092702603996_rm_21,Los Angeles Sparks,Los Angeles Sparks,Alissa Pili,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-07T03:57:15.880769+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260807T035702542117,cap_20260817T092702603996
cap_20260817T092702603996_rm_22,Toronto Tempo,Toronto Tempo,Ornella Bankole,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-07T03:57:15.880769+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260807T035702542117,cap_20260817T092702603996
cap_20260817T092702603996_rm_23,Connecticut Sun,Connecticut Sun,Olivia Nelson-Ododa,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T092702603996
cap_20260817T092702603996_rm_24,Las Vegas Aces,Las Vegas Aces,Justine Pissott,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_25,Chicago Sky,Chicago Sky,Skylar Diggins,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_26,Chicago Sky,Chicago Sky,Sydney Taylor,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_27,Atlanta Dream,Atlanta Dream,Indya Nivar,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T092702603996
cap_20260817T092702603996_rm_28,Phoenix Mercury,Phoenix Mercury,Shay Ciezki,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_29,Phoenix Mercury,Phoenix Mercury,Kara Dunn,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_30,Connecticut Sun,Connecticut Sun,Ashlon Jackson,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T092702603996
cap_20260817T092702603996_rm_31,Seattle Storm,Seattle Storm,Taina Mair,,Available,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_32,Seattle Storm,Seattle Storm,Katie Lou Samuelson,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_33,Golden State Valkyries,Golden State Valkyries,Ashten Prechtel,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T092702603996
cap_20260817T092702603996_rm_34,Golden State Valkyries,Golden State Valkyries,Miela Sowah,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-08T03:57:18.014261+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260808T035703182761,cap_20260817T092702603996
cap_20260817T092702603996_rm_35,Chicago Sky,Chicago Sky,Maddy Westbeld,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-17T03:57:16.545564+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260817T035702551662,cap_20260817T092702603996
cap_20260817T092702603996_rm_36,New York Liberty,New York Liberty,Leonie Fiebich,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_37,New York Liberty,New York Liberty,Satou Sabally,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_38,Las Vegas Aces,Las Vegas Aces,Chelsea Gray,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T092702603996
cap_20260817T092702603996_rm_39,Las Vegas Aces,Las Vegas Aces,A'ja Wilson,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T092702603996
cap_20260817T092702603996_rm_40,Las Vegas Aces,Las Vegas Aces,Jackie Young,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T092702603996
cap_20260817T092702603996_rm_41,Portland Fire,Portland Fire,Luisa Geiselsoder,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_42,Golden State Valkyries,Golden State Valkyries,Cecilia Zandalasini,,Questionable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T092702603996
cap_20260817T092702603996_rm_43,Los Angeles Sparks,Los Angeles Sparks,Monique Akoa Makani,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_44,Los Angeles Sparks,Los Angeles Sparks,Rae Burrell,,Probable,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T04:57:16.902260+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T045702661164,cap_20260817T092702603996
cap_20260817T092702603996_rm_45,Portland Fire,Portland Fire,Carla Leite,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-09T03:57:17.357969+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260809T035703321003,cap_20260817T092702603996
cap_20260817T092702603996_rm_46,New York Liberty,New York Liberty,Sabrina Ionescu,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_47,Connecticut Sun,Connecticut Sun,Aaliyah Edwards,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_48,Los Angeles Sparks,Los Angeles Sparks,Cameron Brink,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
cap_20260817T092702603996_rm_49,Las Vegas Aces,Las Vegas Aces,Kierstan Bell,,Out,REMOVED_FROM_REPORT,absent from this report vs the immediately prior one -- this is NOT evidence of availability; it means only that no designation for this player was printed this cycle,2026-08-16T03:57:14.114516+00:00,2026-08-17T09:27:16.396173+00:00,PT15M,interval,T0,cap_20260816T035702143648,cap_20260817T092702603996
