absence_game_id,n_playing,n_gainers,total_pos_delta,top1_share,top2_share,hhi,even_split_top1_baseline
1022300152,19.0,8.0,0.6436302827996373,0.3300721705019255,0.5496933450911908,0.21928351510832825,0.125
1022300154,8.0,4.0,0.17224729783881243,0.531919065037295,0.7675143148348584,0.3674119568718681,0.25
1022300156,9.0,6.0,0.2666942079425948,0.467808827662127,0.8740975114156208,0.3941584746894528,0.16666666666666666
1022300157,11.0,6.0,0.5296209120861993,0.6503603550842867,0.7698880141729892,0.45394274593767014,0.16666666666666666
1022300160,16.0,9.0,0.10366196236559098,0.2685009303139736,0.5329823856232466,0.2028280303914981,0.1111111111111111
1022300162,11.0,3.0,0.28473548387096753,0.6001042280328093,0.9550459962840441,0.4881296058022615,0.3333333333333333
1022300170,21.0,16.0,0.9739402770348129,0.2201110325292946,0.42032864812445475,0.12824472120153058,0.0625
1022300180,9.0,5.0,0.1442449456975771,0.35033001044820744,0.6340735498189521,0.26577574530731535,0.2
1022300186,8.0,5.0,0.2823772517804776,0.4308656802186437,0.6566696511825435,0.2833572272260262,0.2
1022300187,9.0,4.0,0.0742412698412695,0.43641494911485573,0.7170315573420011,0.34712646600141955,0.25
1022300191,8.0,5.0,0.20153776223776199,0.41007283385841536,0.6335815899609696,0.276673335252763,0.2
1022300196,9.0,5.0,0.23965413533834573,0.41463261592520584,0.6334664965523976,0.2689960378255479,0.2
1022300197,16.0,9.0,0.6915734867283249,0.24199140354757476,0.46472761957456865,0.16730109404381507,0.1111111111111111
1022300198,6.0,3.0,0.10190624999999999,0.49616681999386697,0.8969641214351426,0.4174363823770672,0.3333333333333333
1022300205,8.0,5.0,0.4247861842105261,0.5684593642312311,0.7517133232663495,0.385853170266546,0.2
1022300207,17.0,7.0,0.4734829232171333,0.3619982719448533,0.5207760604187481,0.2089148947733778,0.14285714285714285
1022300213,15.0,7.0,0.1901418269230766,0.3440751463356052,0.5568717682903708,0.22234917160927084,0.14285714285714285
1022300216,9.0,6.0,0.3864872087707398,0.31489451640531624,0.5740665262248816,0.23324040024361062,0.16666666666666666
1022300217,18.0,11.0,0.5764268287317752,0.20090243858070408,0.33651623147687665,0.12399847532674371,0.09090909090909091
1022300220,10.0,5.0,0.5392525396825395,0.5405630545043096,0.7755549936699566,0.36856669029783296,0.2
1022300222,7.0,3.0,0.2072461538461538,0.6774552742929256,0.9448815975057532,0.5335005253079526,0.3333333333333333
1022300223,25.0,17.0,1.0924548025250356,0.19497374125472686,0.3899474825094537,0.11749254320963799,0.058823529411764705
1022300224,16.0,8.0,0.3109159243295015,0.3497730141501188,0.5514955542073853,0.22215219340498601,0.125
1022300227,22.0,16.0,0.6800643764860865,0.16349992741128538,0.29563027560190436,0.09969265058826315,0.0625
1022300229,7.0,4.0,0.1475846153846152,0.31090378400917384,0.620895444595018,0.2707526613042416,0.25
1022300232,8.0,4.0,0.146720029239766,0.7318360046434466,0.8397512866630465,0.5604537025933021,0.25
1022300234,7.0,6.0,0.22569816849816812,0.3210550574854422,0.5860106856055937,0.23156265697346257,0.16666666666666666
1022300236,10.0,6.0,0.3279772667404244,0.3951832162004418,0.7365098256134431,0.2978696319793257,0.16666666666666666
1022300238,8.0,5.0,0.1463753654970759,0.5033921539740768,0.9043080480320022,0.41869656786171716,0.2
1022400001,10.0,2.0,0.0840625,0.7018587360594796,1.0,0.5814938986470612,0.5
1022400004,9.0,5.0,0.1907193627450976,0.37751803992880445,0.6261124355028375,0.2711961776841377,0.2
1022400008,10.0,3.0,0.0795523648648646,0.37318186644017415,0.7125809533920797,0.33706615401656503,0.3333333333333333
1022400013,9.0,5.0,0.2136533577533576,0.48100920036963785,0.884570478923273,0.3991956263805063,0.2
1022400014,18.0,11.0,0.5294187621444969,0.23245618679656352,0.4330535354243672,0.15231874619646363,0.09090909090909091
1022400016,9.0,6.0,0.2393613076311603,0.5289075383690754,0.6955672725035602,0.34057234105076123,0.16666666666666666
1022400019,9.0,3.0,0.1014204204204202,0.5181950078465052,0.9014005270482346,0.42509439217007244,0.3333333333333333
1022400022,8.0,4.0,0.12660681444991778,0.31699188947850004,0.5940965104719562,0.2688365758829696,0.25
1022400023,18.0,9.0,0.6532721611721608,0.3735772524115009,0.5866584278747787,0.21409841760012094,0.1111111111111111
1022400026,9.0,3.0,0.12154761904761899,0.5129676787463274,0.7854064642507348,0.3834091168708831,0.3333333333333333
1022400028,9.0,7.0,0.2845722222222218,0.20100345547898438,0.3936903344200852,0.16356159142143356,0.14285714285714285
