family,target,stratum,arm,base,dr2_common_sst,dr2_kit,n,n_clusters,p,null_mean,null_sd,p_row_NAIVE,inflation,mae_arm,mae_base,sst_common,component
PLACEBO_ABLATION,fga,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00016882700918197102,-0.00016882700918190882,5107,257,0.3361659585103724,1.1861222305156306e-06,0.0001744440784707033,0.342914271432142,0.9767164691400401,2.920997484515817,2.9204683010772388,124986.92265517917,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-0.00017355449823031055,-0.00017355449823041106,12818,451,0.039990002499375156,-5.921739907207329e-07,8.466046754797793e-05,0.04123969007748063,1.0136323638544134,2.4881684853923103,2.48758642954201,368583.7969261976,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,ppm,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-9.363754388891365e-05,-9.363754388894546e-05,13808,472,0.2271932016995751,6.905932971116793e-07,7.681154865362014e-05,0.22694326418395402,0.9926253193376876,0.18353503350635006,0.18353042235757625,962.107250511479,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,ppm,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,5.81730261057789e-05,5.817302610568462e-05,5107,257,0.688827793051737,2.4438483214796587e-06,0.00014204962338714108,0.6855786053486629,1.0124672996410427,0.15499498305702333,0.1550209860678895,252.94414129912354,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C5_TEAMMATE_VOLUME_PRIOR_ONLY,-8.625096970826807e-05,-8.625096970832768e-05,12818,451,0.2811797050737316,1.23696720544587e-06,7.926805280503682e-05,0.28667833041739565,0.975549381554852,0.18047815426909342,0.180477846419903,884.9260528459707,C5_TEAMMATE_VOLUME_PRIOR_ONLY
PLACEBO_ABLATION,pts,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-3.398683009914194e-05,-3.398683009917154e-05,13808,472,0.4598850287428143,1.7934740119839107e-07,4.6350221663573146e-05,0.4791302174456386,0.9779993061281566,4.184734629789545,4.1846286422094625,794393.9606025491,C7_HOME_AWAY
PLACEBO_ABLATION,pts,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-0.00011668980441159604,-0.00011668980441159478,5107,257,0.18295426143464133,4.396566021873848e-06,8.804324117927822e-05,0.184703824043989,0.9898859535259471,5.0101228091724685,5.009747024628323,293539.864108087,C7_HOME_AWAY
PLACEBO_ABLATION,pts,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-5.412013857886144e-05,-5.4120138578926766e-05,12818,451,0.2041989502624344,-4.10896136616276e-07,4.319419950428981e-05,0.22994251437140714,0.9405880641829529,4.03824579022659,4.038064820239252,740211.9960212201,C7_HOME_AWAY
PLACEBO_ABLATION,minutes,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-2.226645154035367e-06,-2.2266451539472914e-06,13808,472,0.9735066233441639,3.044161835460742e-07,6.0391484409221514e-05,0.9635091227193202,1.1097240359263811,5.061248325873222,5.061288515770504,1596325.117607325,C7_HOME_AWAY
PLACEBO_ABLATION,minutes,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,0.0002594873249917029,0.00025948732499166637,5107,257,0.2091977005748563,-2.5304195272920254e-06,0.00020614586742503008,0.22944263934016496,0.9652389274480012,4.338627379574916,4.339762256926072,213459.3165649544,C7_HOME_AWAY
PLACEBO_ABLATION,minutes,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,1.392157597246424e-05,1.3921575972572233e-05,12818,451,0.7970507373156711,-8.150425577838606e-07,5.6506604822921615e-05,0.7895526118470383,1.086180463007794,4.70675545757591,4.706887215485322,1470952.3357341457,C7_HOME_AWAY
PLACEBO_ABLATION,fga,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,3.1798060692200814e-05,3.179806069214965e-05,13808,472,0.5208697825543614,2.986720229457316e-07,4.955309533651967e-05,0.501374656335916,1.0414200368659758,2.62992272253932,2.629939687137822,396833.66446987254,C7_HOME_AWAY
PLACEBO_ABLATION,fga,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,8.093940048847781e-05,8.093940048861924e-05,5107,257,0.3971507123219195,-2.3982769386098535e-06,9.576219568322673e-05,0.42389402649337665,0.9606941306484964,2.920997484515817,2.9212510924708703,124986.92265517917,C7_HOME_AWAY
PLACEBO_ABLATION,fga,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,2.556343424142682e-05,2.556343424138406e-05,12818,451,0.5948512871782055,-1.4562128118302925e-06,4.737221249905134e-05,0.5683579105223694,1.038368307609096,2.4881684853923103,2.4881589018516226,368583.7969261976,C7_HOME_AWAY
PLACEBO_ABLATION,ppm,POOLED,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-0.0006590894901907784,-0.0006590894901907848,13808,472,0.027243189202699324,-2.46228457055567e-07,0.0003029386826864095,0.014496375906023495,1.1272145354871015,0.18353503350635006,0.1834689809992064,962.107250511479,C7_HOME_AWAY
PLACEBO_ABLATION,ppm,DECISION,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-0.0011761896822689577,-0.0011761896822692196,5107,257,0.02024493876530867,1.4261896852375913e-05,0.0005098706098607808,0.0189952511872032,1.0126389499757853,0.15499498305702333,0.15491729063629667,252.94414129912354,C7_HOME_AWAY
PLACEBO_ABLATION,ppm,POOLED_EXCL_ROUTED__POSTHOC,PLACEBO_FULL,PLACEBO_MINUS_C7_HOME_AWAY,-0.0006661687043416631,-0.000666168704341798,12818,451,0.02224443889027743,1.3183558866267229e-06,0.0002894825010896679,0.01324668832791802,1.0724598197709023,0.18047815426909342,0.18040942901990834,884.9260528459707,C7_HOME_AWAY
