screen,candidate,n_sites,site_scope,sites
E0_I0017_shot_quality_efficiency,A04_share_paint,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 233, ""pl[\""A04_share_paint\""] = safe_div(P[zc[\""Restricted Area\""]] + P[zc[\""In The Paint (Non-RA)\""]], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,A11_share_layup_action,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 240, ""pl[\""A11_share_layup_action\""] = safe_div(P[\""_layup\""], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,B02_lt5ft_t5,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 245, ""pl[\""B02_lt5ft_t5\""] = safe_div(T5[\""_lt5\""], T5[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,A01_dist_mean,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 229, ""pl[\""A01_dist_mean\""] = safe_div(P[\""_distsum\""], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,B03_restricted_t5,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 246, ""pl[\""B03_restricted_t5\""] = safe_div(T5[zc[\""Restricted Area\""]], T5[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,F01_dist_x_oppdist,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 337, ""pl[\""F01_dist_x_oppdist\""] = pl[\""A01_dist_mean\""] * pl[\""E01_opp_dist_conceded\""]""], [""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\sq_base.py"", 95, ""    \""F01_dist_x_oppdist\"": [\""A01_dist_mean\"", \""E01_opp_dist_conceded\""],""]]"
E0_I0017_shot_quality_efficiency,D03_xefg_action,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 274, ""pl[\""D03_xefg_action\""] = np.where(novalid, np.nan, xefga)""]]"
E0_I0017_shot_quality_efficiency,A12_share_plain_jumpshot,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 241, ""pl[\""A12_share_plain_jumpshot\""] = safe_div(P[\""_plainjs\""], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,D02_xpps_zone,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 269, ""pl[\""D02_xpps_zone\""] = np.where(novalid, np.nan, xpps)""]]"
E0_I0017_shot_quality_efficiency,D01_xefg_zone,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 268, ""pl[\""D01_xefg_zone\""] = np.where(novalid, np.nan, xefg)""], [""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s03_forensics.py"", 88, ""               (\""D01_xefg_zone\"", d[\""D01_xefg_zone\""].to_numpy(float))]:""]]"
E0_I0017_shot_quality_efficiency,F03_xefg_x_oppxefg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 339, ""pl[\""F03_xefg_x_oppxefg\""] = pl[\""D01_xefg_zone\""] * pl[\""E04_opp_xefg_conceded\""]""], [""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\sq_base.py"", 97, ""    \""F03_xefg_x_oppxefg\"": [\""D01_xefg_zone\"", \""E04_opp_xefg_conceded\""],""]]"
E0_I0017_shot_quality_efficiency,A08_share_3pa,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 237, ""pl[\""A08_share_3pa\""] = safe_div(P[\""_is3\""], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,F04_3pa_x_opp3pa,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 340, ""pl[\""F04_3pa_x_opp3pa\""] = pl[\""A08_share_3pa\""] * pl[\""E05_opp_3pa_conceded\""]""], [""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\sq_base.py"", 98, ""    \""F04_3pa_x_opp3pa\"": [\""A08_share_3pa\"", \""E05_opp_3pa_conceded\""],""]]"
E0_I0017_shot_quality_efficiency,A10_share_selfcreate_action,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 239, ""pl[\""A10_share_selfcreate_action\""] = safe_div(P[\""_self\""], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,A05_share_midrange,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 234, ""pl[\""A05_share_midrange\""] = safe_div(P[zc[\""Mid-Range\""]], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,A07_share_abovebreak3,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 236, ""pl[\""A07_share_abovebreak3\""] = safe_div(P[zc[\""Above the Break 3\""]], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,A06_share_corner3,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 235, ""pl[\""A06_share_corner3\""] = safe_div(P[zc[\""Left Corner 3\""]] + P[zc[\""Right Corner 3\""]], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,A09_share_catch_action,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 238, ""pl[\""A09_share_catch_action\""] = safe_div(P[\""_catch\""], P[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,C03_assisted_share_2pt,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 254, ""pl[\""C03_assisted_share_2pt\""] = safe_div(P[\""_asst2\""], P[\""_asst2_den\""])""]]"
E0_I0017_shot_quality_efficiency,C04_assisted_share_t5,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 255, ""pl[\""C04_assisted_share_t5\""] = safe_div(T5[\""_asst\""], T5[\""_asst_den\""])""]]"
E0_I0017_shot_quality_efficiency,E05_opp_3pa_conceded,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 293, ""tg[\""E05_opp_3pa_conceded\""] = safe_div(TP[\""_is3\""], TP[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,B06_3pa_trend,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 249, ""pl[\""B06_3pa_trend\""] = safe_div(T5[\""_is3\""], T5[\""_att\""]) - pl[\""A08_share_3pa\""]""]]"
E0_I0017_shot_quality_efficiency,C01_assisted_share,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 252, ""pl[\""C01_assisted_share\""] = safe_div(P[\""_asst\""], P[\""_asst_den\""])""]]"
E0_I0017_shot_quality_efficiency,E06_opp_assisted_conceded,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 294, ""tg[\""E06_opp_assisted_conceded\""] = safe_div(TP[\""_asst\""], TP[\""_asst_den\""])""]]"
E0_I0017_shot_quality_efficiency,E04_opp_xefg_conceded,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 300, ""tg[\""E04_opp_xefg_conceded\""] = np.where(~np.isfinite(safe_div(TP[\""_att\""], TP[\""_att\""])), np.nan, xo)""]]"
E0_I0017_shot_quality_efficiency,B04_dist_trend,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 247, ""pl[\""B04_dist_trend\""] = pl[\""B01_dist_t5\""] - pl[\""A01_dist_mean\""]""]]"
E0_I0017_shot_quality_efficiency,C02_assisted_share_3pt,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 253, ""pl[\""C02_assisted_share_3pt\""] = safe_div(P[\""_asst3\""], P[\""_asst3_den\""])""]]"
E0_I0017_shot_quality_efficiency,C05_assisted_trend,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 256, ""pl[\""C05_assisted_trend\""] = pl[\""C04_assisted_share_t5\""] - pl[\""C01_assisted_share\""]""]]"
E0_I0017_shot_quality_efficiency,E01_opp_dist_conceded,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 290, ""tg[\""E01_opp_dist_conceded\""] = safe_div(TP[\""_distsum\""], TP[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,E03_opp_restricted_conceded,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 292, ""tg[\""E03_opp_restricted_conceded\""] = safe_div(TP[zc[\""Restricted Area\""]], TP[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,G01_noise,3,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 341, ""pl[\""G01_noise\""] = rng.standard_normal(len(pl))""], [""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 376, ""    if c in (\""G01_noise\"", \""G02_ref_echo\""):""], [""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\sq_base.py"", 91, ""ENTITY_COLS[\""G01_noise\""] = [\""player_id\"", \""season\""]""]]"
E0_I0017_shot_quality_efficiency,B05_lt5ft_trend,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 248, ""pl[\""B05_lt5ft_trend\""] = pl[\""B02_lt5ft_t5\""] - pl[\""A02_share_lt5ft\""]""]]"
E0_I0017_shot_quality_efficiency,E02_opp_lt5ft_conceded,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 291, ""tg[\""E02_opp_lt5ft_conceded\""] = safe_div(TP[\""_lt5\""], TP[\""_att\""])""]]"
E0_I0017_shot_quality_efficiency,G02_ref_echo,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0017_shot_quality_efficiency\\s01_build_frame.py"", 342, ""pl[\""G02_ref_echo\""] = pl[\""refB_ppm\""]           # per-outcome echo is re-pointed in s02""]]"
E0_I0019_availability_forecast,pl_opps_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 143, ""H[\""pl_opps_prior\""] = gs.cumcount().astype(float)                       # prior obligation rows""]]"
E0_I0019_availability_forecast,pl_games_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 144, ""H[\""pl_games_prior\""] = gs[\""y\""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)""]]"
E0_I0019_availability_forecast,pl_prior_rate_inseason,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 145, ""H[\""pl_prior_rate_inseason\""] = gs[\""y\""].transform(lambda x: x.shift(1).expanding().mean())""]]"
E0_I0019_availability_forecast,pl_career_opps_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 146, ""H[\""pl_career_opps_prior\""] = gc.cumcount().astype(float)""]]"
E0_I0019_availability_forecast,pl_career_games_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 147, ""H[\""pl_career_games_prior\""] = gc[\""y\""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)""]]"
E0_I0019_availability_forecast,pl_prior_rate_career,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 148, ""H[\""pl_prior_rate_career\""] = gc[\""y\""].transform(lambda x: x.shift(1).expanding().mean())""]]"
E0_I0019_availability_forecast,pl_prior_season_games,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 149, ""H[\""pl_prior_season_games\""] = H[\""pl_career_games_prior\""] - H[\""pl_games_prior\""]""]]"
E0_I0019_availability_forecast,pl_is_rookie_window,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 150, ""H[\""pl_is_rookie_window\""] = (H[\""pl_prior_season_games\""] <= 0).astype(float)""]]"
E0_I0019_availability_forecast,pl_minutes_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 151, ""H[\""pl_minutes_prior\""] = gs[\""box_minutes\""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)""]]"
E0_I0019_availability_forecast,pl_min_per_opp_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 152, ""H[\""pl_min_per_opp_prior\""] = H[\""pl_minutes_prior\""] / H[\""pl_opps_prior\""].replace(0, np.nan)""]]"
E0_I0019_availability_forecast,pl_missed_last,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 156, ""H[\""pl_missed_last\""] = gs[\""_miss\""].shift(1)""]]"
E0_I0019_availability_forecast,pl_missed_any_last3,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 157, ""H[\""pl_missed_any_last3\""] = gs[\""_miss\""].transform(""]]"
E0_I0019_availability_forecast,pl_dnp_frac5,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 159, ""H[\""pl_dnp_frac5\""] = gs[\""_miss\""].transform(lambda x: x.shift(1).rolling(5, min_periods=2).mean())""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s04b_diagnose.py"", 20, ""                  (\""pl_absence_spells\"", \""brier\""), (\""pl_dnp_frac5\"", \""skill_vs_R2\"")]:""]]"
E0_I0019_availability_forecast,pl_dnp_frac10,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 160, ""H[\""pl_dnp_frac10\""] = gs[\""_miss\""].transform(lambda x: x.shift(1).rolling(10, min_periods=3).mean())""]]"
E0_I0019_availability_forecast,pl_consec_absences,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 205, ""H[\""pl_consec_absences\""] = pd.concat(cc).reindex(H.index)""]]"
E0_I0019_availability_forecast,pl_absence_spells,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 208, ""H[\""pl_absence_spells\""] = pd.concat(sp_).reindex(H.index)""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s04b_diagnose.py"", 20, ""                  (\""pl_absence_spells\"", \""brier\""), (\""pl_dnp_frac5\"", \""skill_vs_R2\"")]:""]]"
E0_I0019_availability_forecast,pl_days_since_appear,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 230, ""app[\""pl_days_since_appear\""] = app.groupby([\""season\"", \""player_id\""], sort=False)[\""gdate\""].transform(""]]"
E0_I0019_availability_forecast,pl_boundary_score,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 213, ""H[\""pl_boundary_score\""] = 4.0 * r_ * (1.0 - r_)          # peaks at r = 0.5, the \""sometimes\"" players""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s04b_diagnose.py"", 19, ""for cand, dep in [(\""pl_switch_rate\"", \""brier\""), (\""pl_boundary_score\"", \""brier\""),""]]"
E0_I0019_availability_forecast,pl_boundary_score_career,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 215, ""H[\""pl_boundary_score_career\""] = 4.0 * rc * (1.0 - rc)""]]"
E0_I0019_availability_forecast,pl_switches,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 207, ""H[\""pl_switches\""] = pd.concat(sw_).reindex(H.index)""]]"
E0_I0019_availability_forecast,pl_switch_rate,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 209, ""H[\""pl_switch_rate\""] = H[\""pl_switches\""] / H[\""pl_opps_prior\""].replace(0, np.nan)""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s04b_diagnose.py"", 19, ""for cand, dep in [(\""pl_switch_rate\"", \""brier\""), (\""pl_boundary_score\"", \""brier\""),""]]"
E0_I0019_availability_forecast,pl_switches5,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 210, ""H[\""pl_switches5\""] = gs[\""_miss\""].transform(""]]"
E0_I0019_availability_forecast,pl_run_length,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 206, ""H[\""pl_run_length\""] = pd.concat(rl_).reindex(H.index)""]]"
E0_I0019_availability_forecast,pl_min_mean5,1,WORKTREE,"[[""experiments\\exploration\\E1_I0032_aggregate_stack\\scripts\\s06_build.py"", 125, ""for c, out_c in ((\""pl_games_prior\"", \""n_prior\""), (\""pl_min_mean5\"", \""min5\""),""]]"
E0_I0019_availability_forecast,pl_min_sd5,0,NONE,[]
E0_I0019_availability_forecast,pl_min_cv5,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 226, ""app[\""pl_min_cv5\""] = app[\""pl_min_sd5\""] / app[\""pl_min_mean5\""].replace(0, np.nan)""]]"
E0_I0019_availability_forecast,pl_start_mean5,0,NONE,[]
E0_I0019_availability_forecast,pl_usg_mean5,0,NONE,[]
E0_I0019_availability_forecast,pl_min_trend5,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 228, ""app[\""pl_min_trend5\""] = (gmn.transform(lambda x: x.shift(1).rolling(2, min_periods=2).mean()) -""]]"
E0_I0019_availability_forecast,tm_roster_churn_prior,0,NONE,[]
E0_I0019_availability_forecast,tm_newfaces_prior,2,WORKTREE,"[[""experiments\\exploration\\E0_I0014_residual_heterogeneity\\s08_conditioning.py"", 85, ""    mean_newfaces=(\""tm_newfaces_prior\"", \""mean\""),""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s01_reproduce.py"", 55, ""    mean_newfaces=(\""tm_newfaces_prior\"", \""mean\""),""]]"
E0_I0019_availability_forecast,tm_roster_size_prior,0,NONE,[]
E0_I0019_availability_forecast,tm_five_tenure_prior,0,NONE,[]
E0_I0019_availability_forecast,tm_five_changed_prior,0,NONE,[]
E0_I0019_availability_forecast,tm_rest_days,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 60, ""tg[\""tm_rest_days\""] = g[\""gdate\""].transform(lambda x: (x - x.shift(1)).dt.days).astype(float)""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 61, ""tg[\""tm_b2b\""] = (tg[\""tm_rest_days\""] == 1).astype(float)""]]"
E0_I0019_availability_forecast,tm_b2b,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 61, ""tg[\""tm_b2b\""] = (tg[\""tm_rest_days\""] == 1).astype(float)""]]"
E0_I0019_availability_forecast,tm_3in4,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 82, ""tg[\""tm_3in4\""] = (tg[\""tm_n_prior3d\""] >= 2).astype(float)""]]"
E0_I0019_availability_forecast,tm_games_prior7d,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 79, ""    gg[\""tm_games_prior7d\""] = _n_in_window(gg[\""gdate\""], 7)""]]"
E0_I0019_availability_forecast,tm_is_home,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 84, ""tg[\""tm_is_home\""] = pd.to_numeric(tg[\""is_home\""], errors=\""coerce\"").astype(float)""]]"
E0_I0019_availability_forecast,tm_game_idx,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 58, ""tg[\""tm_game_idx\""] = g.cumcount().astype(float)""]]"
E0_I0019_availability_forecast,tm_season_progress,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 83, ""tg[\""tm_season_progress\""] = tg[\""tm_game_idx\""] / 40.0""]]"
E0_I0019_availability_forecast,tm_win_pct_prior,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 59, ""tg[\""tm_win_pct_prior\""] = g[\""win\""].transform(lambda x: x.shift(1).expanding().mean())""]]"
E0_I0019_availability_forecast,tm_win_pct_vs_league,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 87, ""tg[\""tm_win_pct_vs_league\""] = tg[\""tm_win_pct_prior\""] - lg""]]"
E0_I0019_availability_forecast,tm_late_out_of_contention,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 88, ""tg[\""tm_late_out_of_contention\""] = ((tg[\""tm_season_progress\""] > 0.75) &""]]"
E0_I0019_availability_forecast,mdl_is_fallback,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 304, ""F[\""mdl_is_fallback\""] = F[\""v15__is_fallback\""].astype(float)""]]"
E0_I0019_availability_forecast,mdl_fallback_level,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 305, ""F[\""mdl_fallback_level\""] = pd.to_numeric(F[\""v15__fallback_level\""], errors=\""coerce\"").astype(float)""]]"
E0_I0019_availability_forecast,mdl_is_cold_start,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 306, ""F[\""mdl_is_cold_start\""] = F[\""v15__is_cold_start\""].astype(float)""]]"
E0_I0019_availability_forecast,mdl_n_prior_games,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 307, ""F[\""mdl_n_prior_games\""] = pd.to_numeric(F[\""v15__n_prior_games\""], errors=\""coerce\"").astype(float)""]]"
E0_I0019_availability_forecast,mdl_pred_point,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 309, ""F[\""mdl_pred_point\""] = p""]]"
E0_I0019_availability_forecast,mdl_pred_entropy,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 311, ""F[\""mdl_pred_entropy\""] = -(pc * np.log(pc) + (1 - pc) * np.log(1 - pc))""]]"
E0_I0019_availability_forecast,mdl_pred_dist_from_half,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 312, ""F[\""mdl_pred_dist_from_half\""] = (p - 0.5).abs()""]]"
E0_I0019_availability_forecast,neg_ctrl_row_noise,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 315, ""F[\""neg_ctrl_row_noise\""] = rng.random(len(F))""]]"
E0_I0019_availability_forecast,neg_ctrl_player_noise,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 317, ""ps[\""neg_ctrl_player_noise\""] = rng.random(len(ps))""]]"
E0_I0024_reb_ast_characterisation,A01_c04_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 65, ""    (\""A01_c04_prevgame\"",          \""sum of strictly-prior per-game USAGE of the OTHER players who appeared in the \""""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 367, ""pl[\""A01_c04_prevgame\""] = A01""]]"
E0_I0024_reb_ast_characterisation,A02_n_present_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 70, ""    (\""A02_n_present_prevgame\"",    \""count of players in the team's PREVIOUS game box (D089 P05)\"",                       \""team_season\"",     \""A\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 368, ""pl[\""A02_n_present_prevgame\""] = A02""]]"
E0_I0024_reb_ast_characterisation,A03_absent_usg_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 71, ""    (\""A03_absent_usg_prevgame\"",   \""strictly-prior usage of players ABSENT from the previous game box (D089 P04)\"",      \""team_season\"",     \""A\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 369, ""pl[\""A03_absent_usg_prevgame\""] = A03""]]"
E0_I0024_reb_ast_characterisation,A04_teammate_prior_fgm_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 72, ""    (\""A04_teammate_prior_fgm_pg\"", \""sum of strictly-prior per-game FGM of the OTHER players in the previous game box \""""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 370, ""pl[\""A04_teammate_prior_fgm_pg\""] = A04""]]"
E0_I0024_reb_ast_characterisation,A05_teammate_prior_fgpct,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 75, ""    (\""A05_teammate_prior_fgpct\"",  \""usage-weighted strictly-prior FG% of the OTHER players in the previous game box\"",    \""team_season\"",     \""A\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 371, ""pl[\""A05_teammate_prior_fgpct\""] = A05""]]"
E0_I0024_reb_ast_characterisation,G01_noise,3,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 77, ""    (\""G01_noise\"",                 \""NEGATIVE CONTROL: iid gaussian, seed-fixed, independent of everything\"",             \""row\"",             \""G\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 381, ""pl[\""G01_noise\""] = rng.standard_normal(len(pl))""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s06_findings.py"", 305, ""        \""G01_noise\"": (\""iid gaussian. Family-wise p >= 0.557 on every one of 20 control cells. One \""""]]"
