target,estimator,split,n,mae,rmse
pts,RATE36_a0.30_m0.40,SELECT_2021_2022,7463,4.1792238995647475,5.491951919373838
pts,RATE36_a0.30_m0.40,2023,4435,4.206471377562697,5.630069954215914
pts,RATE36_a0.30_m0.40,2024,4447,4.167269391065859,5.50587887849006
pts,RATE36_a0.30_m0.40,SCORE_pooled,8882,4.186843902449947,5.568236769190024
pts,RATE36CTX_a0.30_m0.40,SELECT_2021_2022,7463,4.17812232727991,5.488955046729994
pts,RATE36CTX_a0.30_m0.40,2023,4435,4.21965824469235,5.636647210742182
pts,RATE36CTX_a0.30_m0.40,2024,4447,4.146923820619346,5.457326824841243
pts,RATE36CTX_a0.30_m0.40,SCORE_pooled,8882,4.183241898840892,5.547590472957547
pts,RATE36_a0.30_m0.50,SELECT_2021_2022,7463,4.201627036187636,5.521863801967416
pts,RATE36_a0.30_m0.50,2023,4435,4.225551084591591,5.658768712033094
pts,RATE36_a0.30_m0.50,2024,4447,4.186185836535936,5.536803187141129
pts,RATE36_a0.30_m0.50,SCORE_pooled,8882,4.205841868412409,5.598035729166598
pts,RATE36CTX_a0.30_m0.50,SELECT_2021_2022,7463,4.200493618240085,5.519923247676998
pts,RATE36CTX_a0.30_m0.50,2023,4435,4.238234026638286,5.665658124652142
pts,RATE36CTX_a0.30_m0.50,2024,4447,4.165811083927629,5.488172603586728
pts,RATE36CTX_a0.30_m0.50,SCORE_pooled,8882,4.201973631880991,5.577501498015
pts,RATE36_a0.30_m0.70,SELECT_2021_2022,7463,4.256297432308341,5.598241509690473
pts,RATE36_a0.30_m0.70,2023,4435,4.274607245195047,5.728263772226059
pts,RATE36_a0.30_m0.70,2024,4447,4.2399598448520415,5.612914600983133
pts,RATE36_a0.30_m0.70,SCORE_pooled,8882,4.257260139889333,5.670804560571876
pts,RATE36CTX_a0.30_m0.70,SELECT_2021_2022,7463,4.256568492478166,5.598313401086751
pts,RATE36CTX_a0.30_m0.70,2023,4435,4.285265312884961,5.7356418972951175
pts,RATE36CTX_a0.30_m0.70,2024,4447,4.2185198141385385,5.565536202321932
pts,RATE36CTX_a0.30_m0.70,SCORE_pooled,8882,4.251847475356776,5.651114224096824
pts,RATE36_a0.40_m0.05,SELECT_2021_2022,7463,4.245708158490904,5.576260935651432
pts,RATE36_a0.40_m0.05,2023,4435,4.254943063222964,5.7017425187034085
pts,RATE36_a0.40_m0.05,2024,4447,4.24175458920133,5.592685114815443
pts,RATE36_a0.40_m0.05,SCORE_pooled,8882,4.24833991708761,5.647403403470893
pts,RATE36CTX_a0.40_m0.05,SELECT_2021_2022,7463,4.24848294800374,5.5705782519049984
pts,RATE36CTX_a0.40_m0.05,2023,4435,4.268667542918944,5.708890471110342
pts,RATE36CTX_a0.40_m0.05,2024,4447,4.230453700808255,5.552646782396296
pts,RATE36CTX_a0.40_m0.05,SCORE_pooled,8882,4.249534807514054,5.631204998678173
pts,RATE36_a0.40_m0.08,SELECT_2021_2022,7463,4.235807688031354,5.565572513436755
pts,RATE36_a0.40_m0.08,2023,4435,4.252626242048745,5.697998117631774
pts,RATE36_a0.40_m0.08,2024,4447,4.232527158982554,5.5818520809412595
pts,RATE36_a0.40_m0.08,SCORE_pooled,8882,4.242563123112092,5.640145617886103
pts,RATE36CTX_a0.40_m0.08,SELECT_2021_2022,7463,4.2385645136734365,5.560111112287107
pts,RATE36CTX_a0.40_m0.08,2023,4435,4.266435054397231,5.705723250277472
pts,RATE36CTX_a0.40_m0.08,2024,4447,4.219513105856131,5.540507253546183
pts,RATE36CTX_a0.40_m0.08,SCORE_pooled,8882,4.2429423832463335,5.623610411144196
pts,RATE36_a0.40_m0.10,SELECT_2021_2022,7463,4.230655766896723,5.5604741549939245
pts,RATE36_a0.40_m0.10,2023,4435,4.251875644649075,5.696907530841449
pts,RATE36_a0.40_m0.10,2024,4447,4.228264884451615,5.576855949835698
pts,RATE36_a0.40_m0.10,SCORE_pooled,8882,4.240054314926254,5.637120237688878
pts,RATE36CTX_a0.40_m0.10,SELECT_2021_2022,7463,4.2332764049834415,5.555228159669901
pts,RATE36CTX_a0.40_m0.10,2023,4435,4.26570724828473,5.7049478768478865
pts,RATE36CTX_a0.40_m0.10,2024,4447,4.213771270903603,5.534771981393938
pts,RATE36CTX_a0.40_m0.10,SCORE_pooled,8882,4.2397041756193525,5.620389086893841
pts,RATE36_a0.40_m0.15,SELECT_2021_2022,7463,4.223046288234471,5.554052993614513
pts,RATE36_a0.40_m0.15,2023,4435,4.251788503887124,5.697954589003353
pts,RATE36_a0.40_m0.15,2024,4447,4.22109572187193,5.570960736663495
pts,RATE36_a0.40_m0.15,SCORE_pooled,8882,4.236421379183052,5.634729654888102
pts,RATE36CTX_a0.40_m0.15,SELECT_2021_2022,7463,4.225482156396849,5.549498095076781
pts,RATE36CTX_a0.40_m0.15,2023,4435,4.266134119119661,5.706572544880767
pts,RATE36CTX_a0.40_m0.15,2024,4447,4.204554527290309,5.5274292699057295
pts,RATE36CTX_a0.40_m0.15,SCORE_pooled,8882,4.235302724741691,5.61759403869476
pts,RATE36_a0.40_m0.20,SELECT_2021_2022,7463,4.221713986584022,5.554714756863382
pts,RATE36_a0.40_m0.20,2023,4435,4.25456355590689,5.703093980093191
pts,RATE36_a0.40_m0.20,2024,4447,4.218813146734933,5.572218803960189
pts,RATE36_a0.40_m0.20,SCORE_pooled,8882,4.236664201078282,5.637947749883802
pts,RATE36CTX_a0.40_m0.20,SELECT_2021_2022,7463,4.224276758122369,5.550945009117579
pts,RATE36CTX_a0.40_m0.20,2023,4435,4.270366917890815,5.712088630974312
pts,RATE36CTX_a0.40_m0.20,2024,4447,4.201141076508422,5.527650477437929
pts,RATE36CTX_a0.40_m0.20,SCORE_pooled,8882,4.23570723351483,5.620501559409395
pts,RATE36_a0.40_m0.25,SELECT_2021_2022,7463,4.224713033004119,5.5602772153019515
pts,RATE36_a0.40_m0.25,2023,4435,4.2594303775807845,5.711252230976565
pts,RATE36_a0.40_m0.25,2024,4447,4.219744921353875,5.578343044704593
pts,RATE36_a0.40_m0.25,SCORE_pooled,8882,4.239560841007821,5.645099022000799
pts,RATE36CTX_a0.40_m0.25,SELECT_2021_2022,7463,4.227304632513968,5.557291387711746
pts,RATE36CTX_a0.40_m0.25,2023,4435,4.275900729881069,5.720514794415853
pts,RATE36CTX_a0.40_m0.25,2024,4447,4.2018156633140595,5.532994057049727
pts,RATE36CTX_a0.40_m0.25,SCORE_pooled,8882,4.238808150391822,5.62740889217341
pts,RATE36_a0.40_m0.30,SELECT_2021_2022,7463,4.231314056779501,5.569224843334227
pts,RATE36_a0.40_m0.30,2023,4435,4.266029918066387,5.721695142309138
pts,RATE36_a0.40_m0.30,2024,4447,4.223905104233755,5.58783850756276
pts,RATE36_a0.40_m0.30,SCORE_pooled,8882,4.244939054847099,5.655072466258485
pts,RATE36CTX_a0.40_m0.30,SELECT_2021_2022,7463,4.2333939656043,5.566977946641555
pts,RATE36CTX_a0.40_m0.30,2023,4435,4.2824659578025335,5.7311663510705095
pts,RATE36CTX_a0.40_m0.30,2024,4447,4.206598148131766,5.5418825054268055
pts,RATE36CTX_a0.40_m0.30,SCORE_pooled,8882,4.244480802476492,5.637191081346226
pts,RATE36_a0.40_m0.40,SELECT_2021_2022,7463,4.2492584119157275,5.593916680755423
pts,RATE36_a0.40_m0.40,2023,4435,4.282026438302243,5.747541961284692
pts,RATE36_a0.40_m0.40,2024,4447,4.237833565324388,5.613645044847211
pts,RATE36_a0.40_m0.40,SCORE_pooled,8882,4.259900148487728,5.680897553898156
pts,RATE36CTX_a0.40_m0.40,SELECT_2021_2022,7463,4.251618479880175,5.5929697954489725
pts,RATE36CTX_a0.40_m0.40,2023,4435,4.2979793885751185,5.757342654248408
pts,RATE36CTX_a0.40_m0.40,2024,4447,4.220005131187621,5.566874727815145
pts,RATE36CTX_a0.40_m0.40,SCORE_pooled,8882,4.258939586435713,5.662780880447944
pts,RATE36_a0.40_m0.50,SELECT_2021_2022,7463,4.272415923034874,5.625159773956647
pts,RATE36_a0.40_m0.50,2023,4435,4.301028086857632,5.778302479960889
pts,RATE36_a0.40_m0.50,2024,4447,4.257177588758647,5.645854209481478
pts,RATE36_a0.40_m0.50,SCORE_pooled,8882,4.279073215764838,5.712372756661604
pts,RATE36CTX_a0.40_m0.50,SELECT_2021_2022,7463,4.274579212165576,5.625325898328921
pts,RATE36CTX_a0.40_m0.50,2023,4435,4.315862394646906,5.788369018291623
pts,RATE36CTX_a0.40_m0.50,2024,4447,4.239351012469386,5.598763275426981
pts,RATE36CTX_a0.40_m0.50,SCORE_pooled,8882,4.2775550183191156,5.69422730082181
pts,RATE36_a0.40_m0.70,SELECT_2021_2022,7463,4.330226221547077,5.70482457773448
pts,RATE36_a0.40_m0.70,2023,4435,4.351415417489611,5.852326976130733
pts,RATE36_a0.40_m0.70,2024,4447,4.311273664369938,5.725868208292823
pts,RATE36_a0.40_m0.70,SCORE_pooled,8882,4.331317424230977,5.7893574608679685
pts,RATE36CTX_a0.40_m0.70,SELECT_2021_2022,7463,4.332985835496873,5.707150492151025
pts,RATE36CTX_a0.40_m0.70,2023,4435,4.361848858921092,5.862752559182752
pts,RATE36CTX_a0.40_m0.70,2024,4447,4.293713503210314,5.679666265540417
pts,RATE36CTX_a0.40_m0.70,SCORE_pooled,8882,4.327735154029646,5.77181173229814
pts,RATE36_a0.50_m0.05,SELECT_2021_2022,7463,4.329811829891675,5.7006970992236425
pts,RATE36_a0.50_m0.05,2023,4435,4.339997704394627,5.833725142163154
pts,RATE36_a0.50_m0.05,2024,4447,4.325944788157065,5.720045975320126
pts,RATE36_a0.50_m0.05,SCORE_pooled,8882,4.3329617532002525,5.777088388526575
pts,RATE36CTX_a0.50_m0.05,SELECT_2021_2022,7463,4.33428363744174,5.697664533743177
pts,RATE36CTX_a0.50_m0.05,2023,4435,4.3545164995952,5.844396264698034
pts,RATE36CTX_a0.50_m0.05,2024,4447,4.3167301946246255,5.683245158202442
pts,RATE36CTX_a0.50_m0.05,SCORE_pooled,8882,4.335597821571766,5.764275036702346
pts,RATE36_a0.50_m0.08,SELECT_2021_2022,7463,4.319289125377616,5.689296292256411
pts,RATE36_a0.50_m0.08,2023,4435,4.336997018917879,5.8302058482717385
pts,RATE36_a0.50_m0.08,2024,4447,4.3158240671542405,5.708872378751753
pts,RATE36_a0.50_m0.08,SCORE_pooled,8882,4.326396240208927,5.769776100551717
pts,RATE36CTX_a0.50_m0.08,SELECT_2021_2022,7463,4.324231090720961,5.686406460458217
pts,RATE36CTX_a0.50_m0.08,2023,4435,4.3521428248731855,5.841478906387098
pts,RATE36CTX_a0.50_m0.08,2024,4447,4.3060423115117,5.670659525106953
pts,RATE36CTX_a0.50_m0.08,SCORE_pooled,8882,4.329061426210888,5.756587462825418
pts,RATE36_a0.50_m0.10,SELECT_2021_2022,7463,4.314087848363838,5.6837287765801445
pts,RATE36_a0.50_m0.10,2023,4435,4.335876089659819,5.829206023372917
pts,RATE36_a0.50_m0.10,2024,4447,4.310797616428819,5.703582961630666
pts,RATE36_a0.50_m0.10,SCORE_pooled,8882,4.3233199119455366,5.766651718606295
pts,RATE36CTX_a0.50_m0.10,SELECT_2021_2022,7463,4.319301839301889,5.681013341509545
pts,RATE36CTX_a0.50_m0.10,2023,4435,4.351242822952746,5.840801577481503
pts,RATE36CTX_a0.50_m0.10,2024,4447,4.300570001781534,5.6645721784762415
pts,RATE36CTX_a0.50_m0.10,SCORE_pooled,8882,4.325872181684071,5.753242636539114
pts,RATE36_a0.50_m0.15,SELECT_2021_2022,7463,4.3066702557607295,5.676212925930711
pts,RATE36_a0.50_m0.15,2023,4435,4.335379335077348,5.830356683963527
pts,RATE36_a0.50_m0.15,2024,4447,4.302882105739969,5.696861253576657
pts,RATE36_a0.50_m0.15,SCORE_pooled,8882,4.319108767765558,5.763905280786151
pts,RATE36CTX_a0.50_m0.15,SELECT_2021_2022,7463,4.312042204487635,5.6741175902194145
pts,RATE36CTX_a0.50_m0.15,2023,4435,4.351599058241945,5.8425254290632145
pts,RATE36CTX_a0.50_m0.15,2024,4447,4.29091095829308,5.65628552441205
pts,RATE36CTX_a0.50_m0.15,SCORE_pooled,8882,4.321214012027961,5.750033739250458
pts,RATE36_a0.50_m0.20,SELECT_2021_2022,7463,4.305264187377946,5.675960638996767
pts,RATE36_a0.50_m0.20,2023,4435,4.338057605700994,5.835554729605698
pts,RATE36_a0.50_m0.20,2024,4447,4.300226360233479,5.697321929666926
pts,RATE36_a0.50_m0.20,SCORE_pooled,8882,4.3191164270707265,5.766759155009237
pts,RATE36CTX_a0.50_m0.20,SELECT_2021_2022,7463,4.310419941748681,5.674609622704806
pts,RATE36CTX_a0.50_m0.20,2023,4435,4.355017953376813,5.8480813045566835
pts,RATE36CTX_a0.50_m0.20,2024,4447,4.287070888327478,5.655610599604611
pts,RATE36CTX_a0.50_m0.20,SCORE_pooled,8882,4.32099852101086,5.752520961011783
pts,RATE36_a0.50_m0.25,SELECT_2021_2022,7463,4.307948476096035,5.680835091375298
pts,RATE36_a0.50_m0.25,2023,4435,4.343002785468984,5.843833200504316
pts,RATE36_a0.50_m0.25,2024,4447,4.300241304625373,5.702789134472239
pts,RATE36_a0.50_m0.25,SCORE_pooled,8882,4.32159315866066,5.773646598809325
pts,RATE36CTX_a0.50_m0.25,SELECT_2021_2022,7463,4.312676287942316,5.680243080515039
pts,RATE36CTX_a0.50_m0.25,2023,4435,4.3606315291489715,5.856606724240234
pts,RATE36CTX_a0.50_m0.25,2024,4447,4.287707547223033,5.660197524498393
pts,RATE36CTX_a0.50_m0.25,SCORE_pooled,8882,4.324120276320256,5.75910679974685
pts,RATE36_a0.50_m0.30,SELECT_2021_2022,7463,4.31353699398009,5.689328815037352
pts,RATE36_a0.50_m0.30,2023,4435,4.349596109714865,5.854509008230739
pts,RATE36_a0.50_m0.30,2024,4447,4.303471712769094,5.7118160429379925
pts,RATE36_a0.50_m0.30,SCORE_pooled,8882,4.3265027531265,5.783506221266987
pts,RATE36CTX_a0.50_m0.30,SELECT_2021_2022,7463,4.318197112204473,5.689458345892413
pts,RATE36CTX_a0.50_m0.30,2023,4435,4.3674360508179495,5.867470913358172
pts,RATE36CTX_a0.50_m0.30,2024,4447,4.291366527450224,5.668509376717525
pts,RATE36CTX_a0.50_m0.30,SCORE_pooled,8882,4.32934990238108,5.768713570966801
pts,RATE36_a0.50_m0.40,SELECT_2021_2022,7463,4.331678372634675,5.713739891913673
pts,RATE36_a0.50_m0.40,2023,4435,4.367189457356904,5.881207562798937
pts,RATE36_a0.50_m0.40,2024,4447,4.317548401312232,5.737299691325145
pts,RATE36_a0.50_m0.40,SCORE_pooled,8882,4.3423353956331185,5.80960201740817
pts,RATE36CTX_a0.50_m0.40,SELECT_2021_2022,7463,4.336287160851804,5.715144043316239
pts,RATE36CTX_a0.50_m0.40,2023,4435,4.383287931694077,5.894456410434106
pts,RATE36CTX_a0.50_m0.40,2024,4447,4.304274863182823,5.692939237115404
pts,RATE36CTX_a0.50_m0.40,SCORE_pooled,8882,4.343728022251435,5.794437796590034
pts,RATE36_a0.50_m0.50,SELECT_2021_2022,7463,4.355086098565661,5.745342646594362
pts,RATE36_a0.50_m0.50,2023,4435,4.386889471001916,5.9132843924195715
pts,RATE36_a0.50_m0.50,2024,4447,4.338780663256307,5.769954080624023
pts,RATE36_a0.50_m0.50,SCORE_pooled,8882,4.362802568497442,5.841961998583414
pts,RATE36CTX_a0.50_m0.50,SELECT_2021_2022,7463,4.359540843511435,5.747845022939709
pts,RATE36CTX_a0.50_m0.50,2023,4435,4.401728831008767,5.926748305369283
pts,RATE36CTX_a0.50_m0.50,2024,4447,4.323958160930416,5.7250256444020655
pts,RATE36CTX_a0.50_m0.50,SCORE_pooled,8882,4.362790960051953,5.826623746518016
pts,RATE36_a0.50_m0.70,SELECT_2021_2022,7463,4.414378475745593,5.826840471144386
pts,RATE36_a0.50_m0.70,2023,4435,4.438172599017669,5.9909191454132245
pts,RATE36_a0.50_m0.70,2024,4447,4.396757697601752,5.852629329355665
pts,RATE36_a0.50_m0.70,SCORE_pooled,8882,4.417437171569281,5.922084492469793
pts,RATE36CTX_a0.50_m0.70,SELECT_2021_2022,7463,4.419683120085428,5.831533772418561
pts,RATE36CTX_a0.50_m0.70,2023,4435,4.448903158128262,6.00461762949962
pts,RATE36CTX_a0.50_m0.70,2024,4447,4.379768283432367,5.8081743680706674
pts,RATE36CTX_a0.50_m0.70,SCORE_pooled,8882,4.414289018545663,5.907079955573957
pts,RATE36_a0.70_m0.05,SELECT_2021_2022,7463,4.5533835291203415,6.021738976159894
pts,RATE36_a0.70_m0.05,2023,4435,4.550855412077213,6.15638494204559
pts,RATE36_a0.70_m0.05,2024,4447,4.534470417555662,6.033127810547395
pts,RATE36_a0.70_m0.05,SCORE_pooled,8882,4.542651846367087,6.0949846948120605
pts,RATE36CTX_a0.70_m0.05,SELECT_2021_2022,7463,4.56229773312432,6.02507056570616
pts,RATE36CTX_a0.70_m0.05,2023,4435,4.570243185143585,6.174389838292209
pts,RATE36CTX_a0.70_m0.05,2024,4447,4.530421436694415,6.003780495434322
pts,RATE36CTX_a0.70_m0.05,SCORE_pooled,8882,4.550305410390888,6.08956743246443
pts,RATE36_a0.70_m0.08,SELECT_2021_2022,7463,4.541926700162289,6.008576587659939
pts,RATE36_a0.70_m0.08,2023,4435,4.548666048935074,6.153343000396086
pts,RATE36_a0.70_m0.08,2024,4447,4.523759990299566,6.021278140664254
pts,RATE36_a0.70_m0.08,SCORE_pooled,8882,4.536196194988654,6.087579496842436
pts,RATE36CTX_a0.70_m0.08,SELECT_2021_2022,7463,4.550396145113933,6.01192307240026
pts,RATE36CTX_a0.70_m0.08,2023,4435,4.5682189985403845,6.17199797074772
pts,RATE36CTX_a0.70_m0.08,2024,4447,4.518476032578065,5.990336420569812
pts,RATE36CTX_a0.70_m0.08,SCORE_pooled,8882,4.543313913015229,6.08172279624
pts,RATE36_a0.70_m0.10,SELECT_2021_2022,7463,4.5356199207356065,6.0018129986556845
pts,RATE36_a0.70_m0.10,2023,4435,4.547555942320838,6.152470695323849
pts,RATE36_a0.70_m0.10,2024,4447,4.5183790451520425,6.015346447581877
pts,RATE36_a0.70_m0.10,SCORE_pooled,8882,4.53294778405585,6.084202261409747
pts,RATE36CTX_a0.70_m0.10,SELECT_2021_2022,7463,4.54421021093143,6.005271826772061
pts,RATE36CTX_a0.70_m0.10,2023,4435,4.567395889368803,6.171467601739539
pts,RATE36CTX_a0.70_m0.10,2024,4447,4.512233119730942,5.9835028657794895
pts,RATE36CTX_a0.70_m0.10,SCORE_pooled,8882,4.539777240800961,6.078084902295915
pts,RATE36_a0.70_m0.15,SELECT_2021_2022,7463,4.525854326764927,5.991319910605496
pts,RATE36_a0.70_m0.15,2023,4435,4.546129892172839,6.153460266513243
pts,RATE36_a0.70_m0.15,2024,4447,4.509709499273073,6.006606716026214
pts,RATE36_a0.70_m0.15,SCORE_pooled,8882,4.527895092890553,6.080377655278298
pts,RATE36CTX_a0.70_m0.15,SELECT_2021_2022,7463,4.533999711954093,5.995304072017863
pts,RATE36CTX_a0.70_m0.15,2023,4435,4.566812950773175,6.173048663460464
pts,RATE36CTX_a0.70_m0.15,2024,4447,4.500894862340388,5.972982963929632
pts,RATE36CTX_a0.70_m0.15,SCORE_pooled,8882,4.533809377336945,6.073704480737303
pts,RATE36_a0.70_m0.20,SELECT_2021_2022,7463,4.522962439997723,5.988227848295155
pts,RATE36_a0.70_m0.20,2023,4435,4.547367165890399,6.158138961904727
pts,RATE36_a0.70_m0.20,2024,4447,4.506240431613943,6.004811233640719
pts,RATE36_a0.70_m0.20,SCORE_pooled,8882,4.5267760166754245,6.0818547267444725
pts,RATE36CTX_a0.70_m0.20,SELECT_2021_2022,7463,4.530327732587322,5.992911241038219
pts,RATE36CTX_a0.70_m0.20,2023,4435,4.567768746380044,6.178086253898758
pts,RATE36CTX_a0.70_m0.20,2024,4447,4.49594618640931,5.969864547717551
pts,RATE36CTX_a0.70_m0.20,SCORE_pooled,8882,4.531808948565379,6.074726950641188
pts,RATE36_a0.70_m0.25,SELECT_2021_2022,7463,4.5241255490242205,5.99050964625614
pts,RATE36_a0.70_m0.25,2023,4435,4.5525475317456285,6.165826406188921
pts,RATE36_a0.70_m0.25,2024,4447,4.506547547726066,6.008080139499903
pts,RATE36_a0.70_m0.25,SCORE_pooled,8882,4.529516465664228,6.087357706711859
pts,RATE36CTX_a0.70_m0.25,SELECT_2021_2022,7463,4.531076171859581,5.995923352537842
pts,RATE36CTX_a0.70_m0.25,2023,4435,4.571163576905128,6.1860215890970025
pts,RATE36CTX_a0.70_m0.25,2024,4447,4.495710353882359,5.972062715905779
pts,RATE36CTX_a0.70_m0.25,SCORE_pooled,8882,4.533385994966122,6.079838882084347
pts,RATE36_a0.70_m0.30,SELECT_2021_2022,7463,4.528325562194121,5.996722607432014
pts,RATE36_a0.70_m0.30,2023,4435,4.55862154410172,6.175997505548334
pts,RATE36_a0.70_m0.30,2024,4447,4.509740441121998,6.015135909429463
pts,RATE36_a0.70_m0.30,SCORE_pooled,8882,4.534147972276587,6.09598866793065
pts,RATE36CTX_a0.70_m0.30,SELECT_2021_2022,7463,4.535754649825506,6.002828317036783
pts,RATE36CTX_a0.70_m0.30,2023,4435,4.57704175606416,6.196384501019907
pts,RATE36CTX_a0.70_m0.30,2024,4447,4.49793956228596,5.978195771749722
pts,RATE36CTX_a0.70_m0.30,SCORE_pooled,8882,4.537437223781829,6.088120264400537
pts,RATE36_a0.70_m0.40,SELECT_2021_2022,7463,4.54344293376361,6.017572920211937
pts,RATE36_a0.70_m0.40,2023,4435,4.573919515942098,6.202216188221305
pts,RATE36_a0.70_m0.40,2024,4447,4.523317313755927,6.037662156547225
pts,RATE36_a0.70_m0.40,SCORE_pooled,8882,4.548584231870729,6.1203810661319995
pts,RATE36CTX_a0.70_m0.40,SELECT_2021_2022,7463,4.550932665831955,6.024873932072769
pts,RATE36CTX_a0.70_m0.40,2023,4435,4.592082275426919,6.222893331160117
pts,RATE36CTX_a0.70_m0.40,2024,4447,4.510339554756416,5.999193099339486
pts,RATE36CTX_a0.70_m0.40,SCORE_pooled,8882,4.5511556959603885,6.111915631722571
pts,RATE36_a0.70_m0.50,SELECT_2021_2022,7463,4.564785624464984,6.046832800912389
pts,RATE36_a0.70_m0.50,2023,4435,4.593873234143088,6.234648392017536
pts,RATE36_a0.70_m0.50,2024,4447,4.543363447485761,6.068793836115977
pts,RATE36_a0.70_m0.50,SCORE_pooled,8882,4.568584220265004,6.152168003034507
pts,RATE36CTX_a0.70_m0.50,SELECT_2021_2022,7463,4.57266594805857,6.055139856241265
pts,RATE36CTX_a0.70_m0.50,2023,4435,4.613399600737098,6.255526003530667
pts,RATE36CTX_a0.70_m0.50,2024,4447,4.5295594826176755,6.029226131593673
pts,RATE36CTX_a0.70_m0.50,SCORE_pooled,8882,4.571422905704777,6.143265311086307
pts,RATE36_a0.70_m0.70,SELECT_2021_2022,7463,4.623146982578417,6.12637233128703
pts,RATE36_a0.70_m0.70,2023,4435,4.653200382905711,6.315391711972126
pts,RATE36_a0.70_m0.70,2024,4447,4.6017740318289295,6.152283511224977
pts,RATE36_a0.70_m0.70,SCORE_pooled,8882,4.627452467657067,6.2342608790358955
pts,RATE36CTX_a0.70_m0.70,SELECT_2021_2022,7463,4.630937508414932,6.136762890397557
pts,RATE36CTX_a0.70_m0.70,2023,4435,4.669657313636811,6.336420810481249
pts,RATE36CTX_a0.70_m0.70,2024,4447,4.582970655689796,6.112122829683585
pts,RATE36CTX_a0.70_m0.70,SCORE_pooled,8882,4.626255425786059,6.2251305930770835
pts,RATE100_a0.05_p0.05,SELECT_2021_2022,7463,4.087943545963034,5.3363809642666755
pts,RATE100_a0.05_p0.05,2023,4435,4.085721760398158,5.41847425113474
pts,RATE100_a0.05_p0.05,2024,4447,4.076363482110446,5.333335299497229
pts,RATE100_a0.05_p0.05,SCORE_pooled,8882,4.081036299517112,5.376015805481537
pts,RATE100_a0.05_p0.08,SELECT_2021_2022,7463,4.077270000784856,5.326079575152761
pts,RATE100_a0.05_p0.08,2023,4435,4.081601508806375,5.412433737340594
pts,RATE100_a0.05_p0.08,2024,4447,4.063548550282456,5.320292800889164
pts,RATE100_a0.05_p0.08,SCORE_pooled,8882,4.072562834346134,5.366498782546321
pts,RATE100_a0.05_p0.10,SELECT_2021_2022,7463,4.071976711994891,5.321089358580247
pts,RATE100_a0.05_p0.10,2023,4435,4.079169966432218,5.4095915796100424
pts,RATE100_a0.05_p0.10,2024,4447,4.056586772657376,5.3141302161468635
pts,RATE100_a0.05_p0.10,SCORE_pooled,8882,4.067863114066003,5.362008856015839
pts,RATE100_a0.05_p0.15,SELECT_2021_2022,7463,4.0629235359011195,5.31425519126889
pts,RATE100_a0.05_p0.15,2023,4435,4.075428269320336,5.405874825358065
pts,RATE100_a0.05_p0.15,2024,4447,4.046507331096622,5.305985863633622
pts,RATE100_a0.05_p0.15,SCORE_pooled,8882,4.060948263434178,5.356095732746964
pts,RATE100_a0.05_p0.20,SELECT_2021_2022,7463,4.0590397583836655,5.313490497420434
pts,RATE100_a0.05_p0.20,2023,4435,4.074563743865218,5.406022224239948
pts,RATE100_a0.05_p0.20,2024,4447,4.043054147200553,5.305392199688039
pts,RATE100_a0.05_p0.20,SCORE_pooled,8882,4.0587876600588935,5.355875577415411
pts,RATE100_a0.05_p0.25,SELECT_2021_2022,7463,4.058698862115794,5.316774470378341
pts,RATE100_a0.05_p0.25,2023,4435,4.074914551746403,5.409072920511273
pts,RATE100_a0.05_p0.25,2024,4447,4.043722269357739,5.3096695741724105
pts,RATE100_a0.05_p0.25,SCORE_pooled,8882,4.05929733943134,5.3595345569461905
pts,RATE100_a0.05_p0.30,SELECT_2021_2022,7463,4.061056737516632,5.322834971984973
pts,RATE100_a0.05_p0.30,2023,4435,4.076260429166615,5.414301177935684
pts,RATE100_a0.05_p0.30,2024,4447,4.047254637320534,5.31713897280953
pts,RATE100_a0.05_p0.30,SCORE_pooled,8882,4.061737939148655,5.365874363874881
pts,RATE100_a0.05_p0.40,SELECT_2021_2022,7463,4.070982652695164,5.340784509279702
pts,RATE100_a0.05_p0.40,2023,4435,4.082131000001822,5.429476546699085
pts,RATE100_a0.05_p0.40,2024,4447,4.058638574258102,5.338093011646917
pts,RATE100_a0.05_p0.40,SCORE_pooled,8882,4.070368917443578,5.383916937081835
pts,RATE100_a0.05_p0.50,SELECT_2021_2022,7463,4.087244752270086,5.364926895186861
pts,RATE100_a0.05_p0.50,2023,4435,4.09339163349651,5.4495037549676875
pts,RATE100_a0.05_p0.50,2024,4447,4.074813518888976,5.364428208704293
pts,RATE100_a0.05_p0.50,SCORE_pooled,8882,4.084090026239169,5.407075837126444
pts,RATE100_a0.05_p0.70,SELECT_2021_2022,7463,4.133604214674665,5.431187028843758
pts,RATE100_a0.05_p0.70,2023,4435,4.13130378253805,5.503014109996442
pts,RATE100_a0.05_p0.70,2024,4447,4.119560316187353,5.430902106618753
pts,RATE100_a0.05_p0.70,SCORE_pooled,8882,4.125424116374849,5.467028293826943
pts,RATE100_a0.08_p0.05,SELECT_2021_2022,7463,4.088049192397535,5.337786173625055
pts,RATE100_a0.08_p0.05,2023,4435,4.08790071449184,5.425675933312122
pts,RATE100_a0.08_p0.05,2024,4447,4.080660656198744,5.3365434328878925
pts,RATE100_a0.08_p0.05,SCORE_pooled,8882,4.084275794515551,5.381234018989435
pts,RATE100_a0.08_p0.08,SELECT_2021_2022,7463,4.077742389839556,5.327922029761262
pts,RATE100_a0.08_p0.08,2023,4435,4.083753017827976,5.420181211794363
