file,ncol,nrow,hits
E1_I0030_home_advantage_accounting\heterogeneity.csv,10,4,cyclic_null_mean|cyclic_null_sd|p_cyclic|shuffle_p
E1_I0030_home_advantage_accounting\main_effect_test.csv,19,32,p_cluster|p_row_level_NAIVE|n_clusters
E1_I0030_home_advantage_accounting\per_player_contributions.csv,34,265,contrib_within
E1_I0030_home_advantage_accounting\permutation_draws_heterogeneity_fta.csv,1,2000,cyclic_draws
E1_I0030_home_advantage_accounting\permutation_draws_heterogeneity_fta_pm.csv,1,2000,cyclic_draws
E1_I0030_home_advantage_accounting\permutation_draws_heterogeneity_ppm.csv,1,2000,cyclic_draws
E1_I0030_home_advantage_accounting\permutation_draws_heterogeneity_pts.csv,1,2000,cyclic_draws
E1_I0030_home_advantage_accounting\permutation_draws_reconciliation.csv,3,4000,within_player
E1_I0030_home_advantage_accounting\player_reconciliation.csv,9,23,null_sd|p_pergame_signflip
E1_I0030_home_advantage_accounting\reference_absorption.csv,9,8,p_cluster|p_row_level_NAIVE
E1_I0030_home_advantage_accounting\team_effect.csv,13,175,null_sd|p_pergame_signflip|p_familywise_max_t
E1_I0030_home_advantage_accounting\travel_directional.csv,18,23,p_cyclic|null_mean_dR2|null_sd_dR2|p_cyclic_dR2|null_sd_beta|p_cyclic_beta_LOWER_TAIL_prereg
E1_I0031_rapm_as_prior\coldstart_comparison.csv,13,45,p_blockflip
E1_I0031_rapm_as_prior\decomposition_posthoc.csv,13,67,p_blockflip
E1_I0031_rapm_as_prior\plusminus_separate.csv,21,112,null|perm_p|null_p95|p_blockflip
E1_I0031_rapm_as_prior\rapm_as_feature.csv,26,16,perm_p_player_season_relabel|perm_null_mean|perm_null_p95|perm_null_sd|p_blockflip|null_sd
E1_I0031_rapm_as_prior\rapm_as_reference.csv,15,96,p_blockflip
E1_I0031_rapm_as_prior\rapm_reference_fold_meta.csv,7,2,g_map_fitted|h_map_fitted_V4|h5_map_fitted_V5
E1_I0032_aggregate_stack\ablation_matrix.csv,20,72,n_clusters|null_mean|null_sd|p_row_NAIVE
E1_I0032_aggregate_stack\availability_recalibration.csv,15,4,n_clusters|null_mean|null_sd|p_row_NAIVE
E1_I0032_aggregate_stack\component_reproduction.csv,23,25,null_mean|null_sd|p_row_NAIVE|n_clusters
E1_I0032_aggregate_stack\controls.csv,17,8,n_clusters|null_mean|null_sd|p_row_NAIVE
E1_I0032_aggregate_stack\cumulative_curve.csv,22,84,n_clusters|null_mean|null_sd|p_row_NAIVE|increment_null_sd
E1_I0032_aggregate_stack\permutation_draws_index.csv,10,24,null_mean|null_sd|n_clusters|scheme
E1_I0032_aggregate_stack\placebo_stack.csv,18,96,n_clusters|null_mean|null_sd|p_row_NAIVE
E1_I0032_aggregate_stack\stack_measurement.csv,17,36,n_clusters|null_mean|null_sd|p_row_NAIVE
E1_I0033_aggregation_level\absence_injection_power.csv,5,5,null_sd
E1_I0033_aggregation_level\exploratory_cells.csv,13,2,null_mean|null_sd|observed_in_null_sds
E1_I0033_aggregation_level\ft_cells.csv,11,3,N1_null_mean|N1_null_sd
E1_I0033_aggregation_level\injection_power.csv,10,6,N1_null_sd|N1b_null_sd|N2_rowlevel_p|N2_null_sd
E1_I0033_aggregation_level\injection_power_per_cell.csv,15,6,N1_null_sd|observed_gap_in_null_sds|p_at_0.50sd|p_at_1.00sd|p_at_1.96sd|p_at_3.00sd
E1_I0033_aggregation_level\primary_cells_P01_P06.csv,18,6,N1_null_mean|N1_null_sd|N1b_null_mean|N1b_null_sd|N2_rowlevel_NAIVE_p|N2_null_sd|null_inflation_N1_over_N2
E1_I0033_aggregation_level\which_level_wins.csv,95,6,MAE_LEVEL_TEAM_pts|R2_LEVEL_TEAM_pts|bias_LEVEL_TEAM_pts|corr_LEVEL_TEAM_pts|MAE_LEVEL_PLAYER_pts|R2_LEVEL_PLAYER_pts|bias_LEVEL_PLAYER_pts|corr_LEVEL_PLAYER_pts|MAE_LEVEL_PLAYER_NORM_pts|R2_LEVEL_PLAYER_NORM_pts|bias_LEVEL_PLAYER_NORM_pts|corr_LEVEL_PLAYER_NORM_pts|N1_null_mean|N1_null_sd|NORM_N1_null_mean|NORM_N1_null_sd|MAE_LEVEL_TEAM_fga|R2_LEVEL_TEAM_fga|bias_LEVEL_TEAM_fga|corr_LEVEL_TEAM_fga|MAE_LEVEL_PLAYER_fga|R2_LEVEL_PLAYER_fga|bias_LEVEL_PLAYER_fga|corr_LEVEL_PLAYER_fga|MAE_LEVEL_PLAYER_NORM_fga|R2_LEVEL_PLAYER_NORM_fga|bias_LEVEL_PLAYER_NORM_fga|corr_LEVEL_PLAYER_NORM_fga|MAE_LEVEL_TEAM_fta|R2_LEVEL_TEAM_fta|bias_LEVEL_TEAM_fta|corr_LEVEL_TEAM_fta|MAE_LEVEL_PLAYER_fta|R2_LEVEL_PLAYER_fta|bias_LEVEL_PLAYER_fta|corr_LEVEL_PLAYER_fta|MAE_LEVEL_PLAYER_NORM_fta|R2_LEVEL_PLAYER_NORM_fta|bias_LEVEL_PLAYER_NORM_fta|corr_LEVEL_PLAYER_NORM_fta|MAE_LEVEL_TEAM_ftm|R2_LEVEL_TEAM_ftm|bias_LEVEL_TEAM_ftm|corr_LEVEL_TEAM_ftm|MAE_LEVEL_PLAYER_ftm|R2_LEVEL_PLAYER_ftm|bias_LEVEL_PLAYER_ftm|corr_LEVEL_PLAYER_ftm|MAE_LEVEL_PLAYER_NORM_ftm|R2_LEVEL_PLAYER_NORM_ftm|bias_LEVEL_PLAYER_NORM_ftm|corr_LEVEL_PLAYER_NORM_ftm|MAE_LEVEL_TEAM_reb|R2_LEVEL_TEAM_reb|bias_LEVEL_TEAM_reb|corr_LEVEL_TEAM_reb|MAE_LEVEL_PLAYER_reb|R2_LEVEL_PLAYER_reb|bias_LEVEL_PLAYER_reb|corr_LEVEL_PLAYER_reb|MAE_LEVEL_PLAYER_NORM_reb|R2_LEVEL_PLAYER_NORM_reb|bias_LEVEL_PLAYER_NORM_reb|corr_LEVEL_PLAYER_NORM_reb|MAE_LEVEL_TEAM_ast|R2_LEVEL_TEAM_ast|bias_LEVEL_TEAM_ast|corr_LEVEL_TEAM_ast|MAE_LEVEL_PLAYER_ast|R2_LEVEL_PLAYER_ast|bias_LEVEL_PLAYER_ast|corr_LEVEL_PLAYER_ast|MAE_LEVEL_PLAYER_NORM_ast|R2_LEVEL_PLAYER_NORM_ast|bias_LEVEL_PLAYER_NORM_ast|corr_LEVEL_PLAYER_NORM_ast
E1_I0034_redistribution\power_injection_P01.csv,7,18,planted_in_null_sds|null_sd
E1_I0034_redistribution\power_injection_P02_P05.csv,7,20,planted_in_null_sds|null_sd
E1_I0034_redistribution\power_injection_P03_fullpath.csv,7,15,null_sd
E1_I0034_redistribution\power_injection_P03_percell.csv,7,15,planted_in_null_sds|null_sd
E1_I0035_availability_sum\REPAIR_SUMMARY.csv,9,5,passes_both_levels
E1_I0035_availability_sum\excess_mass_attribution.csv,9,4,sum_p_active
E1_I0035_availability_sum\p_active_by_tier_and_fallback_level.csv,10,6,pa_fallback_level|mean_p_active|sum_p_active
E1_I0035_availability_sum\population_footprint_by_tier.csv,11,2,mean_p_active|mean_app_this_team_season|mean_app_anywhere_season|mean_app_partition
E1_I0035_availability_sum\repairs_player_level_tests.csv,11,12,null_mean|null_sd
E1_I0035_availability_sum\repairs_team_level_tests.csv,9,5,null_mean|null_sd
E1_I0035_availability_sum\staleness_bands_anywhere_tier_A.csv,11,5,mean_p_active
E1_I0035_availability_sum\staleness_bands_anywhere_tier_B.csv,11,5,mean_p_active
E1_I0035_availability_sum\staleness_bands_tier_A.csv,9,5,mean_p_active
E1_I0035_availability_sum\staleness_bands_tier_B.csv,9,1,mean_p_active
E1_I0035_availability_sum\tier_b_players.csv,9,266,sum_p_active|app_partition
E1_I0036_level_artefact_sweep\CENSUS.csv,26,1999,level_recorded|p_correct_level|p_familywise
E1_I0036_level_artefact_sweep\D097_COMPONENT_INJECTION.csv,7,72,null
E1_I0036_level_artefact_sweep\D097_COMPONENT_NULLS.csv,16,6,null|null_mean|null_sd|pow_between_at_best|pow_within_at_best|flag_blind_between|flag_blind_within|flag_null_mean_above_obs
E1_I0036_level_artefact_sweep\D097_DECOMPOSITION.csv,14,1,var_share_between_player|var_share_between_player_season|dr2_between_component|dr2_within_component|share_effect_between
E1_I0036_level_artefact_sweep\D097_INJECTION_POWER.csv,6,18,null
E1_I0036_level_artefact_sweep\D097_NULL_COMPARISON.csv,11,3,null|null_mean|null_sd
E1_I0036_level_artefact_sweep\D097_RELEVEL_CELLS.csv,19,2,level|null|p_percell|null_mean|null_sd|var_share_between_team
E1_I0036_level_artefact_sweep\LEVEL_FAIRTEST_CELLS.csv,23,8,level|null|p_percell|null_mean|null_sd|null_status|var_share_between_opp|p_familywise_maxz
E1_I0036_level_artefact_sweep\LEVEL_RERUN_CELLS.csv,21,10,level|null|null_mean|null_sd|power_between_at_best|null_status|var_share_between_entity
E1_I0036_level_artefact_sweep\LEVEL_RERUN_INJECTION.csv,6,90,null
E1_I0036_level_artefact_sweep\TRIAGE_RANKING.csv,13,33,level_recorded|p_correct_min|p_fw_min
_screen_kit\_demo_out\permutation_draws.csv,2,300,correct_level_draws|row_level_naive_draws
