dR2_M,dR2_OxM,stage
7.479561365697496e-05,1.5903663518668232e-05,B_drop2021_analysis_stage
6.430575134830363e-05,1.9687621500841246e-06,B_drop2021_analysis_stage
1.5773472584745818e-06,0.0001398343559159132,B_drop2021_analysis_stage
0.0004117631588548276,7.521821743650126e-05,B_drop2021_analysis_stage
1.0498860098295815e-05,3.698462475487663e-05,B_drop2021_analysis_stage
0.00016181104430834647,3.692860927129171e-05,B_drop2021_analysis_stage
5.731069734860039e-05,0.00018558735405216353,B_drop2021_analysis_stage
4.351497003840521e-07,4.91150171822996e-05,B_drop2021_analysis_stage
2.841387719332289e-06,8.518479768571119e-06,B_drop2021_analysis_stage
0.00015146646444386125,0.00020766214289091867,B_drop2021_analysis_stage
9.184714987897635e-06,9.995781265503823e-05,B_drop2021_analysis_stage
8.1363995065864e-06,6.095573208075855e-06,B_drop2021_analysis_stage
1.7469317633578285e-05,0.00015553138273538547,B_drop2021_analysis_stage
