tg,season,freed,n_est,n_abs,n_rem,rem_base5_sum,realised_rem_min,realised_gain,bucket
1022300015|1611661328,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300024|1611661328,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300031|1611661328,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300037|1611661328,2023,18.116666666666667,9,2,7,166.00555555555556,157.51666666666665,-8.488888888888908,15-30
1022300045|1611661328,2023,46.211111111111116,10,2,8,153.00555555555556,181.51666666666665,28.51111111111109,45+
1022300050|1611661328,2023,11.061111111111112,11,1,10,197.87916666666666,196.55,-1.3291666666666515,0-15
1022300054|1611661328,2023,11.061111111111112,11,1,10,207.57583333333332,195.93333333333334,-11.642499999999984,0-15
1022300058|1611661328,2023,11.061111111111112,12,1,11,213.8188888888889,197.21666666666664,-16.602222222222252,0-15
1022300061|1611661328,2023,25.06,12,3,9,189.78333333333333,200.0,10.216666666666669,15-30
1022300069|1611661328,2023,23.8,12,3,9,192.60999999999999,199.99999999999997,7.389999999999986,15-30
1022300073|1611661328,2023,37.07333333333333,12,4,8,181.95999999999998,200.0,18.04000000000002,30-45
1022300077|1611661328,2023,25.630000000000003,12,1,11,196.42666666666665,200.0,3.573333333333352,15-30
1022300083|1611661328,2023,44.580000000000005,12,4,8,178.89,200.0,21.110000000000014,30-45
1022300089|1611661328,2023,64.95,12,4,8,161.37666666666667,225.01666666666668,63.640000000000015,45+
1022300097|1611661328,2023,14.869999999999997,12,2,10,215.47,200.0,-15.469999999999999,0-15
1022300102|1611661328,2023,4.45,12,1,11,235.74666666666664,200.01666666666668,-35.72999999999996,0-15
1022300107|1611661328,2023,37.04,12,4,8,197.03666666666666,200.0,2.9633333333333383,30-45
1022300113|1611661328,2023,22.479999999999997,11,2,9,196.94333333333333,179.9,-17.043333333333322,15-30
1022300118|1611661328,2023,49.00999999999999,11,2,9,186.77333333333334,176.13333333333333,-10.640000000000015,45+
1022300127|1611661328,2023,33.85666666666667,11,3,8,194.62,170.88333333333333,-23.73666666666668,30-45
1022300130|1611661328,2023,7.573333333333333,11,1,10,207.85666666666668,175.2,-32.656666666666695,0-15
1022300136|1611661328,2023,64.89333333333335,12,4,8,171.59444444444446,200.0,28.405555555555537,45+
1022300143|1611661328,2023,20.456666666666667,12,2,10,210.90083333333334,200.00000000000003,-10.90083333333331,15-30
1022300147|1611661328,2023,0.0,12,0,12,230.81,200.0,-30.810000000000002,none
1022300155|1611661328,2023,23.703333333333333,12,2,10,205.08666666666667,200.01666666666665,-5.070000000000022,15-30
1022300161|1611661328,2023,40.34,12,4,8,191.69333333333333,200.0,8.306666666666672,30-45
1022300166|1611661328,2023,9.3,12,1,11,222.76666666666668,200.0333333333333,-22.733333333333377,0-15
1022300173|1611661328,2023,56.17000000000001,12,4,8,178.05333333333334,200.0,21.94666666666666,45+
1022300179|1611661328,2023,51.24333333333334,12,3,9,178.2,200.0,21.80000000000001,45+
1022300187|1611661328,2023,51.24333333333334,12,3,9,183.29,200.01666666666668,16.726666666666688,45+
1022300192|1611661328,2023,34.13000000000001,11,1,10,194.29,200.0,5.710000000000008,30-45
1022300195|1611661328,2023,34.13000000000001,11,1,10,194.73333333333332,200.01666666666668,5.28333333333336,30-45
1022300199|1611661328,2023,3.75,10,1,9,196.38,200.00000000000003,3.620000000000033,0-15
1022300208|1611661328,2023,11.43,10,1,9,192.41333333333333,200.0,7.586666666666673,0-15
1022300215|1611661328,2023,3.7666666666666666,10,1,9,199.78333333333333,200.01666666666668,0.2333333333333485,0-15
1022300219|1611661328,2023,0.0,10,0,10,202.9,200.0,-2.9000000000000057,none
1022300228|1611661328,2023,4.68,10,1,9,198.4633333333333,200.0,1.5366666666666902,0-15
1022300233|1611661328,2023,0.0,10,0,10,202.90666666666667,200.0,-2.9066666666666663,none
1022300240|1611661328,2023,6.373333333333333,10,1,9,197.93,200.01666666666668,2.086666666666673,0-15
1022300003|1611661329,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300009|1611661329,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300014|1611661329,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300019|1611661329,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300021|1611661329,2023,0.0,6,0,6,140.54444444444445,144.55,4.00555555555556,none
1022300028|1611661329,2023,0.0,7,0,7,168.71944444444443,190.4333333333333,21.713888888888874,none
1022300033|1611661329,2023,24.78,8,1,7,153.84416666666667,197.55,43.705833333333345,15-30
1022300036|1611661329,2023,10.303333333333333,9,1,8,186.81166666666667,225.0,38.18833333333333,0-15
1022300044|1611661329,2023,10.303333333333333,9,1,8,194.09083333333334,198.26666666666665,4.1758333333333155,0-15
1022300047|1611661329,2023,10.303333333333333,9,1,8,203.06333333333333,186.83333333333334,-16.22999999999999,0-15
1022300057|1611661329,2023,43.333333333333336,9,2,7,168.96666666666667,200.0,31.03333333333333,30-45
1022300063|1611661329,2023,22.299999999999997,9,2,7,191.78,167.06666666666666,-24.71333333333334,15-30
1022300071|1611661329,2023,0.0,9,0,9,224.65444444444444,190.76666666666665,-33.887777777777785,none
1022300078|1611661329,2023,17.87,11,2,9,225.70833333333334,200.0,-25.708333333333343,15-30
1022300085|1611661329,2023,9.403333333333332,11,1,10,224.61333333333332,200.0,-24.613333333333316,0-15
1022300091|1611661329,2023,24.412499999999998,11,3,8,202.19,200.0,-2.1899999999999977,15-30
1022300095|1611661329,2023,15.009166666666665,11,2,9,209.94,200.0,-9.939999999999998,15-30
1022300104|1611661329,2023,9.636666666666667,11,1,10,211.71583333333334,200.0,-11.715833333333336,0-15
1022300112|1611661329,2023,21.509999999999998,11,3,8,195.74666666666667,194.93333333333334,-0.8133333333333326,15-30
1022300116|1611661329,2023,21.509999999999998,11,3,8,196.92666666666668,198.75,1.8233333333333235,15-30
1022300126|1611661329,2023,16.009999999999998,11,2,9,202.64666666666668,190.48333333333332,-12.163333333333355,15-30
1022300130|1611661329,2023,9.636666666666667,11,1,10,209.30333333333334,185.58333333333334,-23.72,0-15
1022300137|1611661329,2023,13.991111111111111,11,3,8,195.19,200.0,4.810000000000002,0-15
1022300143|1611661329,2023,24.613333333333333,11,3,8,181.24444444444444,200.0,18.75555555555556,15-30
1022300148|1611661329,2023,5.513333333333334,11,1,10,206.14916666666667,200.0,-6.149166666666673,0-15
1022300159|1611661329,2023,5.513333333333334,11,1,10,205.45,200.0,-5.449999999999989,0-15
1022300165|1611661329,2023,7.096666666666668,11,2,9,202.2,200.01666666666665,-2.183333333333337,0-15
1022300168|1611661329,2023,13.040000000000001,10,2,8,191.42666666666665,200.0,8.573333333333352,0-15
1022300174|1611661329,2023,0.0,10,0,10,206.98,200.00000000000003,-6.979999999999961,none
1022300178|1611661329,2023,1.5233333333333334,10,1,9,203.86333333333334,200.0,-3.863333333333344,0-15
1022300185|1611661329,2023,1.5233333333333334,10,1,9,201.15333333333334,197.81666666666663,-3.3366666666667015,0-15
1022300190|1611661329,2023,15.776666666666667,11,3,8,192.60333333333332,200.0,7.396666666666675,15-30
1022300195|1611661329,2023,0.0,11,0,11,207.13666666666666,200.0,-7.136666666666656,none
1022300200|1611661329,2023,13.493333333333334,11,3,8,194.07666666666668,200.0,5.923333333333318,0-15
1022300208|1611661329,2023,3.913333333333334,11,2,9,201.03333333333333,199.99999999999997,-1.0333333333333599,0-15
1022300212|1611661329,2023,39.78,11,3,8,164.42333333333335,200.0,35.576666666666654,30-45
1022300220|1611661329,2023,30.133333333333333,11,1,10,179.03333333333333,200.01666666666668,20.98333333333335,30-45
1022300225|1611661329,2023,0.0,11,0,11,217.68666666666667,199.99999999999997,-17.686666666666696,none
1022300232|1611661329,2023,16.446666666666665,11,2,9,199.01333333333332,200.0,0.9866666666666788,15-30
1022300236|1611661329,2023,30.546666666666663,11,1,10,187.9,225.0,37.099999999999994,30-45
1022300006|1611661321,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300015|1611661321,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300019|1611661321,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300023|1611661321,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300026|1611661321,2023,0.0,8,0,8,192.37777777777777,185.13333333333333,-7.24444444444444,none
1022300032|1611661321,2023,0.0,8,0,8,187.575,189.91666666666666,2.3416666666666686,none
1022300039|1611661321,2023,28.79333333333333,8,1,7,158.29333333333335,150.5,-7.793333333333351,15-30
1022300042|1611661321,2023,28.79333333333333,9,1,8,177.4488888888889,172.21666666666667,-5.232222222222219,15-30
1022300046|1611661321,2023,28.79333333333333,10,1,9,180.96416666666667,179.53333333333333,-1.4308333333333394,15-30
1022300055|1611661321,2023,28.79333333333333,10,1,9,178.35833333333335,183.04999999999998,4.6916666666666345,15-30
1022300061|1611661321,2023,24.26222222222222,11,2,9,205.08333333333334,200.01666666666668,-5.066666666666663,15-30
1022300067|1611661321,2023,22.155555555555555,11,1,10,208.53,177.53333333333333,-30.99666666666667,15-30
1022300075|1611661321,2023,22.155555555555555,11,1,10,205.35666666666665,170.6833333333333,-34.673333333333346,15-30
1022300080|1611661321,2023,23.845555555555556,11,2,9,195.86666666666667,175.71666666666664,-20.150000000000034,15-30
1022300084|1611661321,2023,26.525555555555556,12,3,9,210.73222222222222,200.00000000000003,-10.732222222222191,15-30
1022300096|1611661321,2023,4.369999999999999,11,2,9,206.03916666666666,184.11666666666667,-21.922499999999985,0-15
1022300100|1611661321,2023,23.43,12,3,9,202.59416666666667,200.0,-2.5941666666666663,15-30
1022300105|1611661321,2023,23.43,12,3,9,198.63333333333333,200.0,1.3666666666666742,15-30
1022300109|1611661321,2023,21.74,11,2,9,198.99333333333334,200.01666666666665,1.0233333333333121,15-30
1022300117|1611661321,2023,19.06,10,1,9,196.77666666666667,200.00000000000003,3.2233333333333576,15-30
1022300123|1611661321,2023,0.0,10,0,10,216.69666666666666,200.0,-16.69666666666666,none
1022300131|1611661321,2023,0.0,10,0,10,213.10333333333332,200.0,-13.103333333333325,none
1022300138|1611661321,2023,6.986666666666667,10,1,9,205.9,199.99999999999997,-5.900000000000034,0-15
1022300144|1611661321,2023,0.0,10,0,10,210.48333333333335,199.99999999999997,-10.483333333333377,none
1022300149|1611661321,2023,0.0,10,0,10,207.33333333333334,199.99999999999997,-7.333333333333371,none
1022300155|1611661321,2023,0.0,10,0,10,204.1,200.03333333333333,-4.066666666666663,none
1022300159|1611661321,2023,12.506666666666666,10,1,9,189.35999999999999,199.99999999999997,10.639999999999986,0-15
1022300165|1611661321,2023,12.506666666666666,10,1,9,191.61333333333334,199.91666666666669,8.303333333333342,0-15
1022300169|1611661321,2023,14.456666666666665,11,2,9,192.79,200.0,7.210000000000008,0-15
1022300177|1611661321,2023,1.95,11,1,10,207.73999999999998,199.98333333333332,-7.756666666666661,0-15
1022300183|1611661321,2023,1.95,11,1,10,207.86999999999998,199.99999999999997,-7.8700000000000045,0-15
1022300189|1611661321,2023,10.136666666666667,11,2,9,198.85,200.0,1.1500000000000057,0-15
1022300196|1611661321,2023,1.95,11,1,10,206.66333333333333,200.0,-6.663333333333327,0-15
1022300201|1611661321,2023,33.989999999999995,10,1,9,169.83,200.01666666666665,30.18666666666664,30-45
1022300207|1611661321,2023,33.989999999999995,10,1,9,169.66333333333333,199.99999999999997,30.336666666666645,30-45
1022300216|1611661321,2023,30.3,10,1,9,178.05,200.0,21.94999999999999,30-45
1022300221|1611661321,2023,14.336666666666668,10,1,9,199.86333333333334,225.0,25.136666666666656,0-15
1022300226|1611661321,2023,0.0,10,0,10,218.10999999999999,200.0,-18.109999999999985,none
1022300233|1611661321,2023,28.806666666666665,10,1,9,197.80999999999997,199.99999999999997,2.1899999999999977,15-30
1022300235|1611661321,2023,0.0,10,0,10,225.09333333333333,200.00000000000003,-25.093333333333305,none
1022300003|1611661324,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300011|1611661324,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300013|1611661324,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300020|1611661324,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300023|1611661324,2023,9.733333333333333,9,1,8,151.58333333333334,163.31666666666666,11.73333333333332,0-15
1022300025|1611661324,2023,32.55,10,2,8,157.20416666666665,171.83333333333331,14.629166666666663,30-45
1022300030|1611661324,2023,33.61666666666667,11,2,9,188.265,200.0,11.735000000000014,30-45
1022300043|1611661324,2023,35.01583333333333,11,2,9,187.715,200.0,12.284999999999997,30-45
1022300051|1611661324,2023,35.01583333333333,11,2,9,193.65666666666667,200.0,6.343333333333334,30-45
1022300060|1611661324,2023,70.7825,11,3,8,164.02,200.0,35.97999999999999,45+
1022300066|1611661324,2023,47.70333333333333,10,2,8,166.94,190.38333333333333,23.443333333333328,45+
1022300068|1611661324,2023,47.70333333333333,10,2,8,176.20666666666668,200.0,23.793333333333322,45+
1022300072|1611661324,2023,35.766666666666666,9,1,8,181.27333333333334,183.03333333333336,1.7600000000000193,30-45
1022300083|1611661324,2023,63.12,9,2,7,159.12333333333333,162.75,3.626666666666665,45+
1022300089|1611661324,2023,27.35333333333333,9,1,8,184.84333333333333,221.58333333333331,36.73999999999998,15-30
1022300093|1611661324,2023,27.35333333333333,10,1,9,199.66,197.76666666666668,-1.8933333333333167,15-30
1022300099|1611661324,2023,27.35333333333333,10,1,9,202.90916666666666,197.11666666666665,-5.792500000000018,15-30
1022300106|1611661324,2023,27.35333333333333,11,1,10,205.2088888888889,200.0,-5.208888888888907,15-30
1022300111|1611661324,2023,0.0,10,0,10,203.98083333333335,200.00000000000003,-3.9808333333333223,none
1022300117|1611661324,2023,0.0,10,0,10,205.00333333333333,200.0,-5.00333333333333,none
1022300120|1611661324,2023,12.416666666666668,10,1,9,192.58666666666667,182.61666666666667,-9.969999999999999,0-15
1022300125|1611661324,2023,27.016666666666666,11,3,8,196.30666666666667,196.4666666666667,0.160000000000025,15-30
1022300132|1611661324,2023,27.016666666666666,12,3,9,205.90333333333334,200.0,-5.903333333333336,15-30
1022300140|1611661324,2023,33.89,12,4,8,191.62333333333333,187.43333333333334,-4.189999999999998,30-45
1022300038|1611661324,2023,56.446666666666665,13,4,9,199.06333333333333,200.0,0.9366666666666674,45+
1022300145|1611661324,2023,44.943333333333335,12,3,9,190.9,200.00000000000003,9.100000000000023,30-45
1022300151|1611661324,2023,30.8,11,1,10,200.02,199.99999999999994,-0.020000000000067075,30-45
1022300160|1611661324,2023,45.63333333333333,11,3,8,185.21333333333334,200.0,14.786666666666662,45+
1022300168|1611661324,2023,37.27666666666667,11,2,9,192.62666666666667,192.95,0.3233333333333235,30-45
1022300171|1611661324,2023,9.616666666666665,12,1,11,241.59333333333333,200.01666666666665,-41.57666666666668,0-15
1022300187|1611661324,2023,50.803333333333335,12,3,9,199.7266666666667,200.01666666666665,0.2899999999999636,45+
1022300192|1611661324,2023,41.21666666666667,12,2,10,206.27,200.0,-6.27000000000001,30-45
1022300196|1611661324,2023,41.123333333333335,11,2,9,198.79666666666665,200.0,1.2033333333333474,30-45
1022300201|1611661324,2023,31.6,11,1,10,202.98666666666668,200.0,-2.986666666666679,30-45
1022300204|1611661324,2023,31.6,11,1,10,201.32666666666668,200.0,-1.3266666666666822,30-45
1022300211|1611661324,2023,21.443333333333335,10,1,9,177.10999999999999,200.0,22.890000000000015,15-30
1022300218|1611661324,2023,21.443333333333335,10,1,9,180.87333333333333,225.01666666666665,44.14333333333332,15-30
1022300222|1611661324,2023,21.443333333333335,10,1,9,182.28666666666666,200.01666666666668,17.730000000000018,15-30
1022300232|1611661324,2023,33.18,10,2,8,182.42000000000002,200.0,17.579999999999984,30-45
1022300237|1611661324,2023,21.443333333333335,10,1,9,198.11333333333334,200.0,1.886666666666656,15-30
1022300001|1611661325,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300008|1611661325,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300018|1611661325,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300022|1611661325,2023,0.0,0,0,0,0.0,0.0,0.0,none
1022300034|1611661325,2023,0.0,9,0,9,191.30555555555554,183.3666666666667,-7.93888888888884,none
1022300036|1611661325,2023,22.31388888888889,11,2,9,180.11388888888888,225.01666666666665,44.90277777777777,15-30
1022300043|1611661325,2023,6.538888888888889,11,1,10,199.9425,200.00000000000003,0.05750000000003297,0-15
1022300049|1611661325,2023,0.0,11,0,11,212.61222222222221,199.99999999999997,-12.612222222222243,none
1022300052|1611661325,2023,4.983333333333333,11,1,10,205.9933333333333,200.0,-5.993333333333311,0-15
1022300057|1611661325,2023,4.983333333333333,11,1,10,204.84666666666666,200.01666666666668,-4.829999999999984,0-15
1022300064|1611661325,2023,0.0,11,0,11,212.79666666666668,199.99999999999997,-12.79666666666671,none
1022300073|1611661325,2023,25.35,11,2,9,184.05,197.43333333333334,13.383333333333326,15-30
1022300076|1611661325,2023,8.19,11,1,10,199.15333333333334,198.91666666666669,-0.23666666666665037,0-15
1022300081|1611661325,2023,15.194444444444443,12,3,9,194.18,200.0,5.819999999999993,15-30
1022300088|1611661325,2023,0.0,12,0,12,208.67111111111112,200.0,-8.671111111111117,none
1022300095|1611661325,2023,6.223333333333333,12,2,10,203.12,200.00000000000003,-3.119999999999976,0-15
1022300099|1611661325,2023,7.783333333333334,12,2,10,199.04333333333332,200.0,0.9566666666666777,0-15
1022300103|1611661325,2023,14.85,12,3,9,194.17333333333335,196.06666666666666,1.8933333333333167,0-15
1022300109|1611661325,2023,14.85,12,3,9,193.73999999999998,192.03333333333333,-1.7066666666666492,0-15
1022300115|1611661325,2023,58.82333333333333,12,3,9,150.5,217.00000000000003,66.50000000000003,45+
1022300122|1611661325,2023,60.373333333333335,13,4,9,156.96333333333334,200.01666666666665,43.05333333333331,45+
1022300133|1611661325,2023,28.43333333333333,12,1,11,196.82,200.0,3.180000000000007,15-30
1022300139|1611661325,2023,37.05,12,3,9,195.04333333333332,200.0,4.956666666666678,30-45
1022300141|1611661325,2023,37.05,12,3,9,196.75,200.0,3.25,30-45
1022300147|1611661325,2023,0.0,11,0,11,214.34333333333333,200.0,-14.343333333333334,none
1022300152|1611661325,2023,29.243333333333332,11,1,10,192.87,200.03333333333336,7.163333333333355,15-30
1022300157|1611661325,2023,0.0,11,0,11,213.67333333333332,199.99999999999997,-13.673333333333346,none
1022300162|1611661325,2023,0.0,11,0,11,207.90333333333334,200.01666666666668,-7.886666666666656,none
1022300167|1611661325,2023,12.56,11,2,9,198.25333333333333,181.98333333333335,-16.269999999999982,0-15
1022300171|1611661325,2023,12.56,12,2,10,222.84333333333333,200.0,-22.843333333333334,0-15
1022300180|1611661325,2023,30.633333333333333,12,3,9,200.19,200.00000000000003,-0.1899999999999693,30-45
1022300184|1611661325,2023,12.56,12,2,10,215.43333333333334,200.0,-15.433333333333337,0-15
1022300191|1611661325,2023,25.613333333333333,12,2,10,198.78666666666666,200.0,1.2133333333333383,15-30
1022300199|1611661325,2023,23.85333333333333,11,2,9,190.08333333333334,193.68333333333334,3.5999999999999943,15-30
1022300206|1611661325,2023,26.44,12,2,10,196.04333333333332,200.0,3.9566666666666777,15-30
1022300216|1611661325,2023,31.68,12,3,9,190.15666666666667,200.0166666666667,9.860000000000042,30-45
1022300221|1611661325,2023,29.656666666666666,12,3,9,194.48,225.01666666666668,30.53666666666669,15-30
1022300225|1611661325,2023,26.373333333333335,11,1,10,179.29333333333332,200.00000000000003,20.706666666666706,15-30
1022300230|1611661325,2023,26.373333333333335,11,1,10,190.05333333333334,200.0,9.946666666666658,15-30
1022300237|1611661325,2023,29.616666666666667,11,2,9,189.88,200.00000000000003,10.120000000000033,15-30
1022400003|1611661317,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400013|1611661317,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400018|1611661317,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400023|1611661317,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400029|1611661317,2024,0.0,9,0,9,196.66111111111113,194.51666666666668,-2.1444444444444457,none
1022400032|1611661317,2024,41.59166666666667,10,2,8,160.0402777777778,200.0,39.95972222222221,30-45
1022400035|1611661317,2024,26.545833333333334,10,1,9,177.38333333333333,200.0,22.616666666666674,15-30
1022400043|1611661317,2024,26.545833333333334,10,1,9,185.97,200.0,14.030000000000001,15-30
1022400048|1611661317,2024,37.719166666666666,10,2,8,178.70666666666668,200.01666666666668,21.310000000000002,30-45
1022400051|1611661317,2024,26.545833333333334,10,1,9,194.17000000000002,200.0,5.829999999999984,15-30
1022400059|1611661317,2024,23.363333333333333,9,2,7,177.51999999999998,151.39999999999998,-26.120000000000005,15-30
1022400063|1611661317,2024,38.836666666666666,10,3,7,188.23333333333335,211.08333333333337,22.850000000000023,30-45
1022400073|1611661317,2024,38.836666666666666,10,3,7,186.73,167.73333333333335,-18.99666666666664,30-45
1022400078|1611661317,2024,38.836666666666666,10,3,7,191.08666666666667,169.25,-21.836666666666673,30-45
1022400083|1611661317,2024,38.836666666666666,11,3,8,218.66222222222223,200.0,-18.662222222222226,30-45
1022400093|1611661317,2024,15.576666666666664,9,1,8,212.41833333333332,183.86666666666667,-28.551666666666648,15-30
1022400103|1611661317,2024,0.0,10,0,10,236.12333333333333,197.93333333333334,-38.19,none
1022400108|1611661317,2024,10.316666666666666,10,1,9,218.68,200.0,-18.680000000000007,0-15
1022400109|1611661317,2024,57.30666666666667,10,2,8,157.50666666666666,200.0,42.49333333333334,45+
1022400115|1611661317,2024,5.506666666666667,10,1,9,206.47666666666666,200.0,-6.4766666666666595,0-15
1022400126|1611661317,2024,57.79666666666667,10,2,8,161.92333333333332,200.0,38.07666666666668,45+
1022400132|1611661317,2024,30.233333333333338,10,1,9,187.33333333333334,199.99999999999997,12.666666666666629,30-45
1022400135|1611661317,2024,81.60000000000001,10,4,6,144.20333333333335,175.91666666666666,31.71333333333331,45+
1022400139|1611661317,2024,17.506666666666668,10,2,8,211.77666666666667,190.01666666666665,-21.76000000000002,15-30
1022400143|1611661317,2024,17.506666666666668,10,2,8,221.95666666666665,188.0,-33.95666666666665,15-30
1022400149|1611661317,2024,40.913333333333334,11,3,8,199.36,200.0,0.6399999999999864,30-45
1022400153|1611661317,2024,38.24333333333333,11,3,8,204.53,200.0,-4.530000000000001,30-45
1022400161|1611661317,2024,34.22333333333333,10,2,8,199.62333333333333,177.31666666666666,-22.306666666666672,30-45
1022400165|1611661317,2024,45.663333333333334,10,3,7,186.22666666666666,182.51666666666668,-3.7099999999999795,45+
1022400168|1611661317,2024,43.053333333333335,10,3,7,178.58333333333334,181.79999999999998,3.21666666666664,30-45
1022400177|1611661317,2024,19.64666666666667,10,2,8,194.05666666666667,199.99999999999997,5.9433333333333,15-30
1022400183|1611661317,2024,11.44,10,1,9,205.13666666666666,199.99999999999997,-5.1366666666666845,0-15
1022400194|1611661317,2024,11.44,10,1,9,207.12666666666667,200.01666666666665,-7.110000000000014,0-15
1022400198|1611661317,2024,33.74,9,1,8,169.77666666666664,200.03333333333333,30.25666666666669,30-45
1022400201|1611661317,2024,0.0,9,0,9,201.08666666666667,195.65,-5.436666666666667,none
1022400206|1611661317,2024,0.0,9,0,9,209.75666666666666,187.95000000000002,-21.806666666666644,none
1022400223|1611661317,2024,31.84666666666667,9,1,8,175.04666666666665,193.8,18.75333333333336,30-45
1022400227|1611661317,2024,37.84666666666667,9,2,7,167.11999999999998,197.14999999999998,30.03,30-45
1022400233|1611661317,2024,31.84666666666667,10,1,9,185.07666666666668,200.0,14.923333333333318,30-45
1022400240|1611661317,2024,0.0,10,0,10,223.28583333333333,200.0,-23.28583333333333,none
1022400002|1611661323,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400008|1611661323,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400015|1611661323,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400021|1611661323,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400026|1611661323,2024,0.0,6,0,6,162.35,165.0,2.6500000000000057,none
1022400032|1611661323,2024,0.0,10,0,10,218.17638888888888,195.86666666666667,-22.309722222222206,none
1022400041|1611661323,2024,0.0,10,0,10,213.90666666666667,200.0,-13.906666666666666,none
1022400045|1611661323,2024,5.12,10,1,9,208.18,198.73333333333332,-9.446666666666687,0-15
1022400049|1611661323,2024,8.686666666666667,10,1,9,203.92333333333332,198.23333333333332,-5.689999999999998,0-15
1022400060|1611661323,2024,13.72,10,2,8,196.95333333333335,198.43333333333334,1.4799999999999898,0-15
1022400066|1611661323,2024,0.0,10,0,10,203.9,195.06666666666666,-8.833333333333343,none
1022400070|1611661323,2024,15.529999999999998,10,2,8,187.60999999999999,196.66666666666669,9.0566666666667,15-30
1022400076|1611661323,2024,6.6,10,1,9,198.9,196.3166666666667,-2.5833333333333144,0-15
1022400082|1611661323,2024,6.6,11,1,10,203.25333333333333,200.0,-3.2533333333333303,0-15
1022400090|1611661323,2024,6.6,11,1,10,202.1275,199.99999999999997,-2.127500000000026,0-15
1022400097|1611661323,2024,6.6,11,1,10,200.82999999999998,200.0,-0.8299999999999841,0-15
1022400099|1611661323,2024,24.493333333333336,11,3,8,180.90333333333334,225.01666666666668,44.113333333333344,15-30
1022400102|1611661323,2024,4.926666666666667,10,1,9,200.67000000000002,199.99999999999997,-0.6700000000000443,0-15
1022400109|1611661323,2024,16.666666666666664,10,2,8,193.24,200.0,6.759999999999991,15-30
1022400116|1611661323,2024,37.42333333333333,10,2,8,175.7,200.0,24.30000000000001,30-45
1022400123|1611661323,2024,0.0,10,0,10,216.85999999999999,200.01666666666665,-16.843333333333334,none
1022400128|1611661323,2024,13.416666666666668,10,2,8,205.48333333333332,200.0,-5.48333333333332,0-15
1022400139|1611661323,2024,0.0,10,0,10,215.96666666666667,200.00000000000003,-15.96666666666664,none
1022400145|1611661323,2024,4.293333333333333,10,1,9,209.09333333333333,199.99999999999997,-9.093333333333362,0-15
1022400154|1611661323,2024,56.76,10,3,7,155.40666666666667,157.93333333333334,2.526666666666671,45+
1022400158|1611661323,2024,31.203333333333333,10,3,7,175.33,163.16666666666669,-12.163333333333327,30-45
1022400162|1611661323,2024,27.996666666666666,10,2,8,176.38333333333333,173.61666666666667,-2.7666666666666515,15-30
1022400169|1611661323,2024,31.483333333333334,11,3,8,208.65,200.01666666666668,-8.633333333333326,30-45
1022400172|1611661323,2024,31.483333333333334,11,3,8,202.44333333333333,200.0,-2.443333333333328,30-45
1022400180|1611661323,2024,3.486666666666667,9,1,8,204.23666666666668,199.98333333333335,-4.25333333333333,0-15
1022400189|1611661323,2024,0.0,9,0,9,206.11333333333334,198.76666666666665,-7.346666666666692,none
1022400190|1611661323,2024,2.8433333333333333,9,1,8,199.88,200.0,0.12000000000000455,0-15
1022400195|1611661323,2024,2.8433333333333333,9,1,8,198.66,200.0,1.3400000000000034,0-15
1022400203|1611661323,2024,2.8433333333333333,9,1,8,198.78,200.0,1.2199999999999989,0-15
1022400211|1611661323,2024,0.0,9,0,9,201.62,199.08333333333334,-2.5366666666666617,none
1022400214|1611661323,2024,0.0,10,0,10,203.48333333333332,199.99999999999997,-3.4833333333333485,none
1022400223|1611661323,2024,0.0,10,0,10,202.0975,200.0,-2.0974999999999966,none
1022400228|1611661323,2024,0.0,10,0,10,202.51666666666668,200.00000000000003,-2.5166666666666515,none
1022400230|1611661323,2024,4.26,10,2,8,197.04,200.0,2.960000000000008,0-15
1022400235|1611661323,2024,0.0,10,0,10,200.78,200.00000000000003,-0.7799999999999727,none
1022400006|1611661330,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400013|1611661330,2024,0.0,0,0,0,0.0,0.0,0.0,none
1022400017|1611661330,2024,0.0,0,0,0,0.0,0.0,0.0,none
